id;geom;collection;place_id;toponym;gazetteer_uri;gazetteer_label;lng;lat;exact_matches;close_matches;status;source;comment
1;0101000020E6100000ACADD85F76AD5940B56D1805C10B3940;courier;cou_1;YUNNANFU Yunnan (云南府);http://linkedplaces.org/places/cou_1;YUNNANFU Yunnan (云南府);102.71035;25.045914;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_9755","names":["YUNNANFU Yunnan (云南府)"]}];;L;PA_1903;
2;0101000020E61000005322895E460A5A40B0389CF9D5D43E40;courier;cou_10;XINDU Sichuan (新都驿);http://linkedplaces.org/places/cou_10;XINDU Sichuan (新都驿);104.160545;30.83139;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_44418","names":["XINDU Sichuan (新都驿)"]}];;Y;MDYZK;
3;0101000020E61000009E5C5320B3275A407A185A9D9CC94140;courier;cou_12;YANSHOUYI Gansu (延寿驿);http://linkedplaces.org/places/cou_12;YANSHOUYI Gansu (延寿驿);104.620308;35.575092;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70008","names":["YANSHOUYI Gansu (延寿驿)"]}];;N;MDYZK;ANDING
4;0101000020E61000005FB532E197295A408315A75A0BCB3940;courier;cou_13;PU'AN Guizhou (普安);http://linkedplaces.org/places/cou_13;PU'AN Guizhou (普安);104.649895;25.793142;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99346","names":["PU'AN Guizhou (普安)"]}];;Y;MDYZK;
5;0101000020E6100000533D997FF42F5A4094A2957B81753F40;courier;cou_14;JINSHANYI Sichuan (金山驿);http://linkedplaces.org/places/cou_14;JINSHANYI Sichuan (金山驿);104.749298;31.459007;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_9705","names":["JINSHANYI Sichuan (金山驿)"]}];;Y;MDYZK;MIANZHOU
6;0101000020E61000003ECBF3E0EE3C5A40E0D6DD3CD5C93940;courier;cou_15;XINXING Guizhou (新兴驿);http://linkedplaces.org/places/cou_15;XINXING Guizhou (新兴驿);104.95208;25.78841;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99348","names":["XINXING Guizhou (新兴驿)"]}];;Y;MDYZK;
7;0101000020E61000001EC6A4BF97435A403CF54883DBD84140;courier;cou_16;BAONINGYI Gansu (保宁驿);http://linkedplaces.org/places/cou_16;BAONINGYI Gansu (保宁驿);105.056137;35.694199;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70016","names":["BAONINGYI Gansu (保宁驿)"]}];;N;MDYZK;HUINING
8;0101000020E6100000FAB48AFED04D5A40D63A71395ED53940;courier;cou_17;WEIJIUYI Guizhou (尾酒驿);http://linkedplaces.org/places/cou_17;WEIJIUYI Guizhou (尾酒驿);105.215881;25.833469;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99338","names":["WEIJIUYI Guizhou (尾酒驿)"]}];;L;MDYZK;
9;0101000020E610000012A5BDC1175F5A40BD8E386403E93940;courier;cou_18;CHACHENG Guizhou (查城);http://linkedplaces.org/places/cou_18;CHACHENG Guizhou (查城);105.485825;25.910208;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99021","names":["CHACHENG Guizhou (查城)"]}];;Y;MDYZK;
10;0101000020E6100000D5E8D500A56E5A404277499C15C34140;courier;cou_19;JINGYANG Gansu (泾阳驿);http://linkedplaces.org/places/cou_19;JINGYANG Gansu (泾阳驿);105.728821;35.524097;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_245","names":["JINGYANG Gansu (泾阳驿)"]}];;Y;MDYZK;
11;0101000020E6100000C47C7901F6C35940859675FF58383940;courier;cou_2;YANGLIN Yunnan (杨林);http://linkedplaces.org/places/cou_2;YANGLIN Yunnan (杨林);103.06189;25.220108;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_80685","names":["YANGLIN Yunnan (杨林)"]}];;L;PA_1903;
12;0101000020E610000071E82D1EDE705A400F7EE200FA0D3A40;courier;cou_20;ANZHUANG Guizhou (安庄驿);http://linkedplaces.org/places/cou_20;ANZHUANG Guizhou (安庄驿);105.763557;26.054596;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99025","names":["ANZHUANG Guizhou (安庄驿)"]}];;Y;MDYZK;
13;0101000020E61000000133DFC14F755A40BF823463D1384040;courier;cou_21;WENJINYI Sichuan (问津驿);http://linkedplaces.org/places/cou_21;WENJINYI Sichuan (问津驿);105.832993;32.44389;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_44592","names":["WENJINYI Sichuan (问津驿)"]}];;Y;MDYZK;GUANGYUAN
14;0101000020E6100000B0C8AF1F627B5A40BFF2203D453E3A40;courier;cou_22;PULIYI Guizhou (普利驿);http://linkedplaces.org/places/cou_22;PULIYI Guizhou (普利驿);105.927864;26.243244;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99030","names":["PULIYI Guizhou (普利驿)"]}];;N;MDYZK;
15;0101000020E6100000051555BFD2875A40C64FE3DEFCCE4140;courier;cou_23;LONGCHENG Ningxia (隆城驿);http://linkedplaces.org/places/cou_23;LONGCHENG Ningxia (隆城驿);106.122238;35.617092;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_248","names":["LONGCHENG Ningxia (隆城驿)"]}];;Y;MDYZK;
16;0101000020E6100000B1FB8EE1B1905A4048A98427F46A3A40;courier;cou_24;PINGBA Guizhou (平坝驿);http://linkedplaces.org/places/cou_24;PINGBA Guizhou (平坝驿);106.260857;26.417788;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99395","names":["PINGBA Guizhou (平坝驿)"]}];;Y;MDYZK;
17;0101000020E61000000F7BA180ED9D5A4038F92D3A598E3A40;courier;cou_25;WEIQING Guizhou (威清驿);http://linkedplaces.org/places/cou_25;WEIQING Guizhou (威清驿);106.467621;26.556049;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99155","names":["WEIQING Guizhou (威清驿)"]}];;Y;MDYZK;
18;0101000020E6100000B2D7BB3FDEA75A40014EEFE2FDF84040;courier;cou_26;FENGXIANG Shaanxi (凤县);http://linkedplaces.org/places/cou_26;FENGXIANG Shaanxi (凤县);106.62294;33.945248;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_71071","names":["FENGXIANG Shaanxi (凤县)"]}];;N;MDYZK;
19;0101000020E6100000F7AE415F7A945A40D7DF12807FD84140;courier;cou_27;WATING Ningxia (瓦亭驿);http://linkedplaces.org/places/cou_27;WATING Ningxia (瓦亭驿);106.319969;35.691391;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_152128","names":["WATING Ningxia (瓦亭驿)"]}];;Y;MDYZK;nearest town
20;0101000020E610000021C9ACDEE1AB5A4071546EA296C44140;courier;cou_28;GAOPING Gansu (高平驿);http://linkedplaces.org/places/cou_28;GAOPING Gansu (高平驿);106.685661;35.535847;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70159","names":["GAOPING Gansu (高平驿)"]}];;Y;MDYZK;
21;0101000020E6100000B0C8AF1F62AD5A407D3CF4DDAD943A40;courier;cou_29;HUANGHUA Guizhou (贵州驿);http://linkedplaces.org/places/cou_29;HUANGHUA Guizhou (贵州驿);106.709114;26.580778;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_494","names":["HUANGHUA Guizhou (贵州驿)"]}];;N;MDYZK;Guiyang f
22;0101000020E6100000349E08E23CD059402EAEF199EC8F3940;courier;cou_3;XUNDIAN GUCHENG Yunnan (寻甸);http://linkedplaces.org/places/cou_3;XUNDIAN GUCHENG Yunnan (寻甸);103.253716;25.562204;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1574","names":["XUNDIAN GUCHENG Yunnan (寻甸)"]}];;B;PA_1903;
23;0101000020E6100000EF75525F96B15A40F88A6EBDA6914040;courier;cou_30;MIANXIAN Shaanxi (勉县);http://linkedplaces.org/places/cou_30;MIANXIAN Shaanxi (勉县);106.774803;33.137901;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_132146","names":["MIANXIAN Shaanxi (勉县)"]}];;L;PA_1903;nearest town
24;0101000020E610000073124A5F08BE5A4004392861A6994040;courier;cou_31;BAOCHENG Shaanxi (褒城);http://linkedplaces.org/places/cou_31;BAOCHENG Shaanxi (褒城);106.969261;33.20039;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_958","names":["BAOCHENG Shaanxi (褒城)"]}];;Y;MDYZK;
25;0101000020E61000001CD2A8C0C9BE5A405794128255753A40;courier;cou_32;LONGLI Guizhou (龙里驿);http://linkedplaces.org/places/cou_32;LONGLI Guizhou (龙里驿);106.981064;26.458336;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99152","names":["LONGLI Guizhou (龙里驿)"]}];;Y;MDYZK;
26;0101000020E61000000E30F31DFCC85A4069A9BC1DE1304140;courier;cou_33;CHENCANG Shaanxi (陈仓驿);http://linkedplaces.org/places/cou_33;CHENCANG Shaanxi (陈仓驿);107.140388;34.38187;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70926","names":["CHENCANG Shaanxi (陈仓驿)"]}];;Y;MDYZK;BAOJI
27;0101000020E6100000B3EC496073BE5A4058ACE122F7B64140;courier;cou_34;BAISHUI Gansu (白水驿);http://linkedplaces.org/places/cou_34;BAISHUI Gansu (白水驿);106.975792;35.429417;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_16844","names":["BAISHUI Gansu (白水驿)"]}];;Y;MDYZK;Near Baishui Zhen (not in CHGIS)
28;0101000020E6100000D8B8FE5D9FBB5A402B69C53714B23B40;courier;cou_346;ZUNYI Guizhou (遵义);http://linkedplaces.org/places/cou_346;ZUNYI Guizhou (遵义);106.931602;27.695621;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_9572","names":["ZUNYI Guizhou (遵义)"]}];;N;PA_1903;
29;0101000020E61000008DD5E6FF55CF5A40810871E5EC953A40;courier;cou_35;XINTIAN Guizhou (新添驿);http://linkedplaces.org/places/cou_35;XINTIAN Guizhou (新添驿);107.239624;26.585646;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99150","names":["XINTIAN Guizhou (新添驿)"]}];;Y;MDYZK;
30;0101000020E61000008369183E22E85A40771211FE45384140;courier;cou_37;QIZHOU Shaanxi (岐周驿);http://linkedplaces.org/places/cou_37;QIZHOU Shaanxi (岐周驿);107.62709;34.439636;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70907","names":["QIZHOU Shaanxi (岐周驿)"]}];;Y;MDYZK;
31;0101000020E6100000C58EC6A17EF25A403E5E488787A83A40;courier;cou_38;QINGPING Guizhou (清平驿);http://linkedplaces.org/places/cou_38;QINGPING Guizhou (清平驿);107.788979;26.658318;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99088","names":["QINGPING Guizhou (清平驿)"]}];;Y;MDYZK;
32;0101000020E6100000DA006C4084F25A40F72004E44B9A4140;courier;cou_39;YILUYI Shaanxi (宜禄驿);http://linkedplaces.org/places/cou_39;YILUYI Shaanxi (宜禄驿);107.789322;35.205441;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70215","names":["YILUYI Shaanxi (宜禄驿)"]}];;N;MDYZK;
33;0101000020E61000002A38BC2022E55940957EC2D9AD6D3940;courier;cou_4;MALONG Yunnan (马龙);http://linkedplaces.org/places/cou_4;MALONG Yunnan (马龙);103.580208;25.428434;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1575","names":["MALONG Yunnan (马龙)"]}];;B;PA_1903;
34;0101000020E61000009C35785F95F75A403674B33F502E4140;courier;cou_40;FENGQUAN Shaanxi (凤泉驿);http://linkedplaces.org/places/cou_40;FENGQUAN Shaanxi (凤泉驿);107.868492;34.361824;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1743","names":["FENGQUAN Shaanxi (凤泉驿)"]}];;Y;MDYZK;
35;0101000020E61000008484285FD0025B40D8F15F2008684140;courier;cou_42;YONG'AN Shaanxi (永安驿);http://linkedplaces.org/places/cou_42;YONG'AN Shaanxi (永安驿);108.043968;34.812748;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70259","names":["YONG'AN Shaanxi (永安驿)"]}];;Y;MDYZK;
36;0101000020E6100000C05E61C1FD045B402C836A8313854140;courier;cou_43;XINPING Shaanxi (新平驿);http://linkedplaces.org/places/cou_43;XINPING Shaanxi (新平驿);108.077988;35.039658;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70862","names":["XINPING Shaanxi (新平驿)"]}];;Y;MDYZK;
37;0101000020E610000089EDEE01BA065B40C440D7BE802A4140;courier;cou_44;TAICHENGYI Shaanxi (邰城驿);http://linkedplaces.org/places/cou_44;TAICHENGYI Shaanxi (邰城驿);108.105103;34.332054;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70252","names":["TAICHENGYI Shaanxi (邰城驿)"]}];;N;MDYZK;
38;0101000020E610000021E7FD7F9C075B4018062CB98A093B40;courier;cou_45;PIANQIAO Guizhou (偏桥驿);http://linkedplaces.org/places/cou_45;PIANQIAO Guizhou (偏桥驿);108.118927;27.037273;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_477","names":["PIANQIAO Guizhou (偏桥驿)"]}];;Y;MDYZK;
39;0101000020E6100000BAF59A1E140F5B40CE88D2DEE0434140;courier;cou_46;WEISHENG Shaanxi (威胜驿);http://linkedplaces.org/places/cou_46;WEISHENG Shaanxi (威胜驿);108.235603;34.5303;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70856","names":["WEISHENG Shaanxi (威胜驿)"]}];;Y;MDYZK;
40;0101000020E6100000CF8250DEC71A5B40A359D93EE40D3B40;courier;cou_47;ZHENYUAN Guizhou (镇远驿);http://linkedplaces.org/places/cou_47;ZHENYUAN Guizhou (镇远驿);108.418449;27.054264;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_479","names":["ZHENYUAN Guizhou (镇远驿)"]}];;Y;MDYZK;
41;0101000020E6100000B6F81400E31E5B4070D05E7D3C264140;courier;cou_48;BAIQU Shaanxi (白渠驿);http://linkedplaces.org/places/cou_48;BAIQU Shaanxi (白渠驿);108.482605;34.298721;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70722","names":["BAIQU Shaanxi (白渠驿)"]}];;Y;MDYZK;
42;0101000020E61000002F6EA301BC215B40C007AF5DDA364140;courier;cou_49;DIANZHANG Shaanxi (店张);http://linkedplaces.org/places/cou_49;DIANZHANG Shaanxi (店张);108.5271;34.428539;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_131811","names":["DIANZHANG Shaanxi (店张)"]}];;L;PA_1903;
43;0101000020E6100000368FC360FEF25940F7EAE3A1EF7E3940;courier;cou_5;NANNING XIAN Yunnan (南宁县);http://linkedplaces.org/places/cou_5;NANNING XIAN Yunnan (南宁县);103.796776;25.495844;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121501","names":["NANNING XIAN Yunnan (南宁县)"]}];;L;PA_1903;
44;0101000020E61000000A302C7FBE2E5B402DEDD45C6E203B40;courier;cou_50;QINGLANG Guizhou (清浪卫);http://linkedplaces.org/places/cou_50;QINGLANG Guizhou (清浪卫);108.730377;27.126684;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_480","names":["QINGLANG Guizhou (清浪卫)"]}];;Y;MDYZK;
45;0101000020E610000045F5D6C0563A5B40D21C59F9653C3B40;courier;cou_51;PINGXI Guizhou (平溪驿);http://linkedplaces.org/places/cou_51;PINGXI Guizhou (平溪驿);108.911545;27.235931;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_122700","names":["PINGXI Guizhou (平溪驿)"]}];;Y;MDYZK;
46;0101000020E6100000F7AB00DF6D3C5B409CF9D51C20224140;courier;cou_52;JINGZHAO Shaanxi (京兆驿);http://linkedplaces.org/places/cou_52;JINGZHAO Shaanxi (京兆驿);108.944206;34.266605;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121526","names":["JINGZHAO Shaanxi (京兆驿)"]}];;Y;MDYZK;Xi'an fu
47;0101000020E61000008CBD175FB44C5B409CC0745AB7613B40;courier;cou_53;HUANGZHOU Hunan (晃州驿);http://linkedplaces.org/places/cou_53;HUANGZHOU Hunan (晃州驿);109.198509;27.381704;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_32803","names":["HUANGZHOU Hunan (晃州驿)"]}];;Y;MDYZK;Should be at Huangzhou Ting
48;0101000020E6100000096F0F42404F5B400D8D278238374140;courier;cou_54;XINFENG Shaanxi (新丰驿);http://linkedplaces.org/places/cou_54;XINFENG Shaanxi (新丰驿);109.238297;34.431412;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_131827","names":["XINFENG Shaanxi (新丰驿)"]}];;Y;MDYZK;Should be at Xinfeng Zhen
49;0101000020E6100000FCE4284014605B4009FA0B3D62404140;courier;cou_55;FENGYUAN Shaanxi (丰原驿);http://linkedplaces.org/places/cou_55;FENGYUAN Shaanxi (丰原驿);109.501236;34.502998;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121322","names":["FENGYUAN Shaanxi (丰原驿)"]}];;Y;MDYZK;
50;0101000020E61000003D9E961FB8855B40B0FECF61BE484140;courier;cou_57;TONGJIN Shaanxi (潼津驿);http://linkedplaces.org/places/cou_57;TONGJIN Shaanxi (潼津驿);110.089363;34.56831;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121361","names":["TONGJIN Shaanxi (潼津驿)"]}];;Y;MDYZK;
51;0101000020E6100000D0D6C1C1DE895B407CEE04FBAF473C40;courier;cou_58;CHUANXIYI Hunan (船溪驿);http://linkedplaces.org/places/cou_58;CHUANXIYI Hunan (船溪驿);110.154221;28.280029;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121282","names":["CHUANXIYI Hunan (船溪驿)"]}];;Y;MDYZK;LUXI
52;0101000020E610000082AB3C81B08B5B408E90813CBB043C40;courier;cou_59;CHENYANGSHUIYI Hunan (辰阳水驿);http://linkedplaces.org/places/cou_59;CHENYANGSHUIYI Hunan (辰阳水驿);110.182648;28.018482;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121283","names":["CHENYANGSHUIYI Hunan (辰阳水驿)"]}];;Y;MDYZK;SHANTANG
53;0101000020E61000007427D87F9DF4594029EACC3D249C3940;courier;cou_6;ZHANYI Yunnan (沾益);http://linkedplaces.org/places/cou_6;ZHANYI Yunnan (沾益);103.822113;25.609928;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1570","names":["ZHANYI Yunnan (沾益)"]}];;B;PA_1903;
54;0101000020E610000022E17B7F83915B40A54A94BDA54C4140;courier;cou_60;TONGGUAN Shaanxi (潼关驿);http://linkedplaces.org/places/cou_60;TONGGUAN Shaanxi (潼关驿);110.273651;34.598808;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70349","names":["TONGGUAN Shaanxi (潼关驿)"]}];;Y;MDYZK;
55;0101000020E610000083C30B2252925B40F2EA1C03B2473940;courier;cou_61;DONGJIANG Guangxi (东江驿);http://linkedplaces.org/places/cou_61;DONGJIANG Guangxi (东江驿);110.286263;25.28006;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_35443","names":["DONGJIANG Guangxi (东江驿)"]}];;Y;MDYZK;Guilin fu
56;0101000020E6100000587380608E985B40BA68C87894763940;courier;cou_62;DALONG Guangxi (大龙驿);http://linkedplaces.org/places/cou_62;DALONG Guangxi (大龙驿);110.38369;25.463203;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_122297","names":["DALONG Guangxi (大龙驿)"]}];;Y;MDYZK;
57;0101000020E6100000062AE3DF67995B40505260014C753C40;courier;cou_63;YIRONGYI Hunan (怡容驿);http://linkedplaces.org/places/cou_63;YIRONGYI Hunan (怡容驿);110.396965;28.458191;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121281","names":["YIRONGYI Hunan (怡容驿)"]}];;Y;MDYZK;CHENZHOUFU
58;0101000020E610000088D860E124A65B40BA490C022B874140;courier;cou_64;FANQIAOYI Shanxi (樊桥驿);http://linkedplaces.org/places/cou_64;FANQIAOYI Shanxi (樊桥驿);110.596001;35.056;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_145449","names":["FANQIAOYI Shanxi (樊桥驿)"]}];;Y;MDYZK;Should be at Fanqiao Tun
59;0101000020E6100000B51666A19DAA5B408E210038F69C3940;courier;cou_65;BAIYUNYI Guangxi (白云驿);http://linkedplaces.org/places/cou_65;BAIYUNYI Guangxi (白云驿);110.665871;25.613132;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_122296","names":["BAIYUNYI Guangxi (白云驿)"]}];;N;MDYZK;
60;0101000020E6100000D28E1B7E37F65940F7729F1C05064240;courier;cou_7;LANQUANYI Gansu (兰泉驿);http://linkedplaces.org/places/cou_7;LANQUANYI Gansu (兰泉驿);103.847137;36.047031;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70091","names":["LANQUANYI Gansu (兰泉驿)"]}];;Y;MDYZK;Lanzhou f
61;0101000020E61000001990BDDEFD045A4018CFA0A17FA63E40;courier;cou_8;JINGUANYI Sichuan (锦官驿);http://linkedplaces.org/places/cou_8;JINGUANYI Sichuan (锦官驿);104.077995;30.650385;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_44394","names":["JINGUANYI Sichuan (锦官驿)"]}];;N;MDYZK;JINGUAN
62;0101000020E6100000DD09F65FE7065A4073486AA164EC4140;courier;cou_9;QINGSHUI Gansu (清水驿);http://linkedplaces.org/places/cou_9;QINGSHUI Gansu (清水驿);104.107872;35.846821;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70099","names":["QINGSHUI Gansu (清水驿)"]}];;Y;MDYZK;
63;0101000020E6100000F8E12021CA355D408E0244C18C2F4440;courier;cou_529;MIYUN Beijing (密云驿);http://linkedplaces.org/places/cou_529;MIYUN Beijing (密云驿);116.840462;40.371483;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_100","names":["MIYUN Beijing (密云驿)"]}];;Y;MDYZK;
64;0101000020E61000005D6A847EA6115D4032569BFF57934240;courier;cou_184;TAIPING Shandong (太平驿);http://linkedplaces.org/places/cou_184;TAIPING Shandong (太平驿);116.275787;37.151123;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1003","names":["TAIPING Shandong (太平驿)"]}];;Y;MDYZK;
65;0101000020E61000001DB0ABC953215E403596B036C6D24240;courier;cou_646;HUANGXIAN Shandong (黄县);http://linkedplaces.org/places/cou_646;HUANGXIAN Shandong (黄县);120.520739;37.646674;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1016","names":["HUANGXIAN Shandong (黄县)"]}];;Y;MDYZK;
66;0101000020E61000005DA9674128315D40F0879FFF1E204240;courier;cou_649;WUNINGYI Shandong (五宁驿);http://linkedplaces.org/places/cou_649;WUNINGYI Shandong (五宁驿);116.768082;36.250946;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1029","names":["WUNINGYI Shandong (五宁驿)"]}];;Y;MDYZK;
67;0101000020E6100000261AA4E0292A5D400B5D8940F5F34340;courier;cou_193;LUHE Beijing (潞河驿);http://linkedplaces.org/places/cou_193;LUHE Beijing (潞河驿);116.658806;39.905922;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_103","names":["LUHE Beijing (潞河驿)"]}];;Y;MDYZK;
68;0101000020E6100000A1832EE1D0C65D402BDEC83CF2594240;courier;cou_641;WEIXIAN Shandong (潍县);http://linkedplaces.org/places/cou_641;WEIXIAN Shandong (潍县);119.106499;36.702705;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1040","names":["WEIXIAN Shandong (潍县)"]}];;Y;MDYZK;
69;0101000020E61000008E05854199D95D401AA20A7F866D4240;courier;cou_642;CHANGYI Shandong (昌邑);http://linkedplaces.org/places/cou_642;CHANGYI Shandong (昌邑);119.399979;36.855667;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1041","names":["CHANGYI Shandong (昌邑)"]}];;Y;MDYZK;
70;0101000020E610000020CF2EDFFA3D5D4041BCAE5FB0B34140;courier;cou_199;ZHU Shandong (邾城驿);http://linkedplaces.org/places/cou_199;ZHU Shandong (邾城驿);116.968437;35.40382;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1055","names":["ZHU Shandong (邾城驿)"]}];;Y;MDYZK;see Zou Xian
71;0101000020E610000045D4449F8F325D408C14CAC2D7E14140;courier;cou_650;QINGCHUANCUNYI Shandong (清川村驿);http://linkedplaces.org/places/cou_650;QINGCHUANCUNYI Shandong (清川村驿);116.790016;35.764397;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1058","names":["QINGCHUANCUNYI Shandong (清川村驿)"]}];;Y;MDYZK;
72;0101000020E6100000EDF318E599E45B40CC9BC3B5DA594340;courier;cou_610;YONGNINGYI Shanxi (永宁驿);http://linkedplaces.org/places/cou_610;YONGNINGYI Shanxi (永宁驿);111.571893;38.701987;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1074","names":["YONGNINGYI Shanxi (永宁驿)"]}];;Y;MDYZK;
73;0101000020E6100000FB027AE1CEDF5B404FE61F7D93B84340;courier;cou_607;PIANTOUGUANSUO Shanxi (偏头关所);http://linkedplaces.org/places/cou_607;PIANTOUGUANSUO Shanxi (偏头关所);111.497002;39.442001;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1083","names":["PIANTOUGUANSUO Shanxi (偏头关所)"]}];;N;MDYZK;
74;0101000020E6100000F2B4FCC0553C5C406479573D60B84340;courier;cou_621;SHANGYINYI Shanxi (山阴驿);http://linkedplaces.org/places/cou_621;SHANGYINYI Shanxi (山阴驿);112.942734;39.440437;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1087","names":["SHANGYINYI Shanxi (山阴驿)"]}];;Y;MDYZK;
75;0101000020E6100000A680B4FF011B5C40B119E0826CA74340;courier;cou_605;CHENGDONGYI Shanxi (城东驿);http://linkedplaces.org/places/cou_605;CHENGDONGYI Shanxi (城东驿);112.421997;39.307999;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1089","names":["CHENGDONGYI Shanxi (城东驿)"]}];;Y;MDYZK;
76;0101000020E610000022C66B5ED56B5C40B3075A8121D94340;courier;cou_617;HUNYUAN Shanxi (浑源州);http://linkedplaces.org/places/cou_617;HUNYUAN Shanxi (浑源州);113.684898;39.696335;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1090","names":["HUNYUAN Shanxi (浑源州)"]}];;Y;MDYZK;
77;0101000020E610000083A5BA8097465C40295C8FC2F5E84340;courier;cou_619;XI’ANYI Shanxi (西安驿);http://linkedplaces.org/places/cou_619;XI’ANYI Shanxi (西安驿);113.102997;39.82;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1091","names":["XI’ANYI Shanxi (西安驿)"]}];;N;MDYZK;
