place_id;lp_label;cntry;gnid;gn_name
owt_2036;Manisa;TR;304827;Manisa
owt_2041;Beysehir;TR;321191;Beyşehir
owt_2070;Trablous;LB;266826;Tripoli
owt_2073;Igdir;TR;311665;Iğdır
owt_2074;Adana;TR;325363;Adana
owt_2079;Manavgat;TR;304854;Manavgat
owt_2089;San'a';YE;71137;Sanaa
owt_2090;Ardestan;IR;143052;Ardestān
owt_21;Bakhtaran;IR;128226;Kermanshah
owt_2111;Isparta;TR;311073;Isparta
owt_2123;Egirdir;TR;315905;Eğirdir
owt_2141;Mayamey;IR;1160294;Mayāmey
owt_2145;Yidun;CN;1279583;Yidun
owt_2146;Nanjian;CN;1799986;Nanjian
owt_2148;Yakacik;TR;297899;Yakacık
owt_2149;Gebze;TR;747014;Gebze
owt_2150;Sawakin;SD;367544;Sawākin
owt_2155;Elazig;TR;315808;Elazığ
owt_2158;Nigde;TR;303827;Niğde
owt_2161;Denizli;TR;317109;Denizli
owt_2164;Tehran;IR;112931;Tehran
owt_2167;Mostar;BA;3194828;Mostar
owt_217;Yanqi;CN;1529031;Yanqi
owt_2176;Samarra';IQ;91597;Sāmarrā’
owt_2182;Messina;IT;2524170;Messina
owt_2183;Ravenna;IT;3169561;Ravenna
owt_219;Quqon;UZ;1512979;Qo‘qon
owt_2190;Yunuslar;TR;296119;Yunuslar
owt_2191;Civitavecchia;IT;3178587;Civitavecchia
owt_2194;Aydinca;TR;7691053;Aydınca
owt_22;Balkh;AF;1147290;Balkh
owt_220;Panjakent;TJ;1220798;Panjakent
owt_2206;Sarkisla;TR;301537;Şarkışla
owt_2215;Tokat;TR;738743;Tokat
owt_222;Minfeng;CN;1280555;Niya
owt_2220;Abbasabad;IR;145306;‘Abbāsābād
owt_223;Kizil;CN;1529388;Kizil
owt_2232;Turhal;TR;738618;Turhal
owt_224;Peshawar;PK;1168197;Peshawar
owt_2241;Mercan;TR;304578;Mercan
owt_2245;Sarahs;TM;1218456;Sarahs
owt_2288;Mane;TM;1218648;Miana
owt_2289;Bagabat;TM;161897;Bagabat
owt_2290;Parou;TM;161583;Parou
owt_2296;Abeche;TD;245785;Abéché
owt_2297;Kobbei;SD;372319;Kobbei
owt_2298;Al Fashir;SD;379555;El Fasher
owt_2299;Barbar;SD;377690;Berber
owt_23;Banghazi;LY;88319;Benghazi
owt_230;Shanshan;CN;1529214;Shanshan
owt_2300;Shendi;SD;367308;Shendi
owt_2301;Ad-Damar;SD;380173;Ed Damer
owt_2302;Umm Durman;SD;365137;Omdurman
owt_2303;Al Ubayyid;SD;379003;El Obeid
owt_2304;Sannar;SD;367644;Sinnar
owt_2305;An Nuhud;SD;378699;An Nuhūd
owt_2306;Metema;ET;330789;Metemma
owt_2307;Gonder;ET;336014;Gondar
owt_2308;Aksum;ET;344420;Axum
owt_2309;Massawa;ER;330546;Massawa
owt_231;Halab;SY;170063;Aleppo
owt_2312;Massenya;TD;2428216;Massenya
owt_2313;Nguigmi;NE;2440495;Nguigmi
owt_2314;Yola;NG;2318044;Yola
owt_2315;Sarh;TD;2425791;Sagh
owt_2316;Ndele;CF;237379;Ndélé
owt_2317;Kafia Kingi;SS;373130;Kafia Kingi
owt_2318;Daym Zubayr;SS;376660;Deim Zubeir
owt_2319;Bauchi;NG;2347470;Bauchi
owt_232;Bukhoro;UZ;1217662;Bukhara
owt_2321;Katsina;NG;2334802;Katsina
owt_2322;Sokoto;NG;2322911;Sokoto
owt_2323;Gwandu;NG;2339811;Gwandu
owt_2324;Birnin-Kebbi;NG;2347059;Birnin Kebbi
owt_2325;Salaga;GH;2295684;Salaga
owt_2326;Say;NE;2439812;Say
owt_2327;Aribinda;BF;2363174;Aribinda
owt_2328;Bandiagara;ML;2460489;Bandiagara
owt_2330;Djenne;ML;2458589;Djénné
owt_2331;Segou;ML;2451478;Ségou
owt_2332;Toukoto;ML;2448922;Toukoto
owt_2333;Kayes;ML;2455518;Kayes
owt_2334;Matam;SN;2248752;Matam
owt_2335;Podor;SN;6650652;Podor
owt_2336;Kankan;GN;2419992;Kankan
owt_2337;Timbo;GN;2414758;Timbo
owt_2338;Linguere;SN;2249281;Linguère
owt_2339;Tambacounda;SN;2244991;Tambacounda
owt_2340;Samatiguila;CI;2282124;Samatiguila
owt_2341;Bitlis;TR;321025;Bitlis
owt_2343;Mardin;TR;304797;Mardin
owt_2353;Gaziantep;TR;314830;Gaziantep
owt_2357;Fangak;SS;375557;Fangak
owt_2360;Laqiyat al Arbain;SD;371533;Laqīyat al Arba‘īn
owt_2365;Waw;SS;363885;Wau
owt_2366;Gogrial;SS;374739;Gogrial
owt_2367;Bentiu;SS;377472;Bentiu
owt_2368;Tawfiqiyah;SS;366337;Taufikia
owt_2369;Malakal;SS;370737;Malakal
owt_2370;Kodok;SS;372299;Kodok
owt_2371;Malut;SS;370669;Melut
owt_2372;Kusti;SD;371760;Kosti
owt_2373;Ash Shurayk;SD;378353;Ash Shurayk
owt_2374;Abu Hamad;SD;380858;Abū Ḩamad
owt_2376;Ad Dubaybah;SD;380142;Ad Dubaybah
owt_2377;Al Khandaq;SD;379257;Al Khandaq
owt_2378;Dunqulah;SD;363417;Dongola
owt_2379;Argo;SD;378543;Argo
owt_238;Erzurum;TR;315368;Erzurum
owt_2380;Dalqu;SD;376817;Dalqū
owt_2381;Semna East;SD;367456;Semna East
owt_2382;Wadi Halfa';SD;364132;Wadi Halfa
owt_2383;Al 'Uwaynat;LY;2219689;Al ‘Uwaynāt
owt_2384;Djanet;DZ;2500275;Djanet
owt_2385;Iferouane;NE;2443346;Iferouâne
owt_2386;Hamah;SY;170017;Ḩamāh
owt_2387;Bushehr;IR;139817;Bandar-e Būshehr
owt_2388;Ar Raqqah;SY;172955;Ar Raqqah
owt_2389;Ash Shahar;YE;30490;Ash Shiḩr
owt_239;Dogubayazit;TR;316411;Doğubayazıt
owt_2390;An Najaf;IQ;98860;Najaf
owt_2391;As Suways;EG;359796;Suez
owt_2392;Hawijat Arban;IQ;95886;Al Ḩaqlānīyah
owt_2393;Takestan;IR;113491;Tākestān
owt_2394;Ar Riyad;SA;108410;Riyadh
owt_2395;Rabigh;SA;103035;Rābigh
owt_2397;Unayzah;SA;8394316;Unaizah
owt_2398;Masqat;OM;287286;Muscat
owt_240;Tabriz;IR;113646;Tabriz
owt_2402;Birjand;IR;140463;Bīrjand
owt_2403;Neyriz;IR;122289;Neyrīz
owt_2405;Jask;IR;130271;Jāsk-e Kohneh
owt_2406;Tabas;IR;113659;Tabas
owt_2407;Karachi;PK;1174872;Karachi
owt_2408;Mumbai;IN;1275339;Mumbai
owt_2409;Cochin;IN;1273874;Cochin
owt_241;Feodosiya;UA;709161;Feodosiya
owt_2410;Cuttack;IN;1273780;Cuttack
owt_2411;Mangalore;IN;1263780;Mangalore
owt_2412;Chennai;IN;1264527;Chennai
owt_2413;Panaji;IN;1260607;Panaji
owt_2419;Jam;AF;1139676;Jām
owt_2422;Sasaram;IN;1257086;Sasarām
owt_2423;Aral'sk;KZ;1526265;Aral
owt_2429;Gumushane;TR;746425;Gumushkhane
owt_243;Birecik;TR;321062;Birecik
owt_2430;Bayburt;TR;750938;Bayburt
owt_2431;Askale;TR;323094;Aşkale
owt_2436;Rize;TR;740483;Rize
owt_244;Hims;SY;169577;Homs
owt_245;Sa'gyaxoi;CN;1280107;Sajia
owt_2458;Mohacs;HU;3047967;Mohács
owt_2459;Buda;HU;3054667;Buda
owt_246;Gyangze;CN;1281119;Jiangzi
owt_2460;Osijek;HR;3193935;Osijek
owt_2461;Pazardzhik;BG;728378;Pazardzhik
owt_2462;Kyustendil;BG;729730;Kyustendil
owt_2463;Pristina;XK;786714;Pristina
owt_2464;Corlu;TR;748893;Çorlu
owt_2465;Aytos;BG;733579;Aytos
owt_2466;Isaccea;RO;675495;Isaccea
owt_2467;Babadag;RO;685997;Babadag
owt_2468;Poarta Alba;RO;670376;Poarta Albă
owt_2469;Provadiya;BG;727921;Provadia
owt_247;Xigaze;CN;1279715;Rikaze
owt_2470;Kavak;TR;743853;Kavakköy
owt_2471;Souflion;GR;734187;Souflí
owt_2472;Serrai;GR;734330;Sérres
owt_2473;Aiginion;GR;736964;Aigínio
owt_2474;Argos;GR;264670;Árgos
owt_2475;Kalpakion;GR;261298;Kalpáki
owt_2476;Ioannina;GR;261779;Ioánnina
owt_2477;Ferai;GR;736261;Féres
owt_2478;Kozani;GR;735563;Kozáni
owt_2479;Lamia;GR;258620;Lamía
owt_248;Pagri;CN;1280354;Pagri
owt_2480;Larisa;GR;258576;Lárisa
owt_2481;Vlore;AL;3183719;Vlorë
owt_2482;Gjirokaster;AL;783148;Gjirokastër
owt_2484;Debar;MK;791606;Debar
owt_2485;Shkoder;AL;3184081;Shkodër
owt_2486;Preveza;GR;254698;Préveza
owt_2487;Prizren;XK;786712;Prizren
owt_2489;Bucuresti;RO;683506;Bucharest
owt_249;Xarsingma;CN;1279754;Xarsingma
owt_2490;Giurgiu;RO;677106;Giurgiu
owt_2491;Targoviste;RO;665024;Târgovişte
owt_2492;Brasov;RO;683844;Braşov
owt_2494;Hincesti;MD;617993;Hînceşti
owt_2495;Tutora;RO;664406;Ţuţora
owt_2496;Kiliya;UA;705883;Kiliya
owt_2497;Oltenita;RO;671832;Olteniţa
owt_2498;Famagusta;CY;146617;Famagusta
owt_2499;Aksehir;TR;324490;Akşehir
owt_2500;Amasya;TR;752015;Amasya
owt_2501;Balikesir;TR;322165;Balıkesir
owt_2502;Bolu;TR;750516;Bolu
owt_2503;Erzincan;TR;315373;Erzincan
owt_2504;Iskenderun;TR;311111;İskenderun
owt_2505;Karaman;TR;309527;Karaman
owt_2506;Kastamonu;TR;743882;Kastamonu
owt_2507;Kutahya;TR;305268;Kütahya
owt_2508;Osmancik;TR;740883;Osmancık
owt_2509;Foca;TR;314903;Foça
owt_2512;Cluj-Napoca;RO;681290;Cluj-Napoca
owt_2513;Satu Mare;RO;667873;Satu Mare
owt_2514;Amasra;TR;752016;Amasra
owt_2516;Veliko Turnovo;BG;725993;Veliko Tŭrnovo
owt_2517;Nagykanizsa;HU;3047679;Nagykanizsa
owt_2518;Pecs;HU;3046526;Pécs
owt_2519;Mykolayiv;UA;700569;Mykolayiv
owt_252;Golmud;CN;1281184;Golmud
owt_2521;Hacihamza;TR;746117;Hacıhamza
owt_2522;Lapseki;TR;741878;Lapseki
owt_2523;Erzin;TR;296852;Erzin
owt_2524;Ath Thawrah;SY;172374;Ath Thawrah
owt_2525;Mariupol';UA;701822;Mariupol
owt_2526;Otranto;IT;3171785;Otranto
owt_2527;Zadar;HR;3186952;Zadar
owt_2528;Methoni;GR;257122;Methóni
owt_253;Shiquanhe;CN;1280003;Shiquanhe
owt_2530;Koroni;GR;259265;Koróni
owt_2531;Irakleion;GR;261745;Irákleion
owt_255;Lushar;CN;1801734;Lushar
owt_2552;Iznik;TR;745026;İznik
owt_2553;Sakarya;TR;752850;Adapazarı
owt_2554;Adiyaman;TR;325330;Adıyaman
owt_2556;Kahramanmaras;TR;310859;Kahramanmaraş
owt_2557;Van;TR;298117;Van
owt_256;Darjiling;IN;1273467;Dārjiling
owt_2561;Gemlik;TR;746958;Gemlik
owt_2562;Yalova;TR;738025;Yalova
owt_2563;Rostov-na-Donu;RU;501175;Rostov-na-Donu
owt_257;Kalimpang;IN;1268403;Kālimpong
owt_2572;Alexandroupolis;GR;736928;Alexandroupoli
owt_2573;Ipsala;TR;745148;İpsala
owt_2574;Abu Kamal;SY;174448;Ālbū Kamāl
owt_2577;Beyneu;KZ;610298;Beyneu
owt_2578;Celeken;TM;162079;Çeleken
owt_2579;Fuzhou;CN;1810821;Fuzhou
owt_258;Xining;CN;1788852;Xining
owt_2580;Hangzhou;CN;1808926;Hangzhou
owt_2581;Wuhan;CN;1791247;Wuhan
owt_2582;Qingdao;CN;1797929;Qingdao
owt_2583;Tianjin;CN;1792947;Tianjin
owt_2584;Rudehen;IR;118223;Rūdehen
owt_2585;Ar Ramadi;IQ;98717;Ramadi
owt_2587;Shymkent;KZ;1518980;Shymkent
owt_2588;Sochi;RU;491422;Sochi
owt_2589;Altay;MN;1516393;Altai
owt_259;Zetang;CN;1279498;Zêtang
owt_2590;Kesan;TR;743439;Keşan
owt_2592;Biga;TR;750605;Biga
owt_2593;Bandirma;TR;751077;Bandırma
owt_2594;Boyalica;TR;750450;Boyalıca
owt_2595;Boyabat;TR;750468;Boyabat
owt_2596;Karamursel;TR;744168;Karamürsel
owt_2597;Yevlax;AZ;584649;Yevlakh
owt_2598;Eceabat;TR;747728;Eceabat
owt_2599;Orhangazi;TR;741045;Orhangazi
owt_26;Barnis;EG;359073;Barnīs
owt_2602;Golcuk;TR;746666;Gölcük
owt_2604;Selcuk;TR;301256;Selçuk
owt_2605;Yenicaga;TR;737756;Yeniçağa
owt_2606;Devrek;TR;748167;Devrek
owt_2607;Taskopru;TR;739061;Taşköprü
owt_2608;Hanonu;TR;745884;Hanönü
owt_2609;Havza;TR;745714;Havza
owt_2610;Samsun;TR;740264;Samsun
owt_2611;Mahmatlar;TR;741820;Mahmatlar
owt_2612;Kizilcahamam;TR;743051;Kızılcahamam
owt_2613;Yazicayiri;TR;297379;Yazıçayırı
owt_2615;Sereflikochisar;TR;301116;Şereflikoçhisar
owt_2616;Sarkikaraagac;TR;301539;Şarkîkaraağaç
owt_2617;Ustunler;TR;298282;Üstünler
owt_2619;Mugla;TR;304184;Muğla
owt_2620;Milas;TR;304355;Milas
owt_2621;Burdur;TR;320392;Burdur
owt_2622;Gumusgun;TR;313601;Baradiz
owt_2623;Gelendost;TR;314698;Gelendost
owt_2624;Cetince;TR;318742;Çetince
owt_2625;Yassibel;TR;297605;Yassıbel
owt_2626;Huyuk;TR;311777;Hüyük
owt_2627;Dinar;TR;316634;Dinar
owt_2628;Civril;TR;318264;Çivril
owt_2629;Kocabas;TR;307010;Kocabaş
owt_2630;Alasehir;TR;324172;Alaşehir
owt_2631;Aliaga;TR;324106;Aliağa
owt_2632;Ayvacik;TR;322692;Ayvacık
owt_2633;Turgutlu;TR;298806;Turgutlu
owt_2634;Edremit;TR;315985;Edremit
owt_2635;Ezine;TR;315061;Ezine
owt_2636;Soke;TR;300399;Söke
owt_2637;Fethiye;TR;314967;Fethiye
owt_2638;Kas;TR;308948;Kaş
owt_2639;Kumluca;TR;305681;Kumluca
owt_2640;Mut;TR;304013;Mut
owt_2641;Silifke;TR;300808;Silifke
owt_2642;Ceyhan;TR;318675;Ceyhan
owt_2643;Ulukisla;TR;298414;Ulukışla
owt_2644;Pozanti;TR;302482;Pozantı
owt_2645;Ulas;TR;298471;Ulaş
owt_2647;Nurdagi;TR;415534;Nurdağı
owt_2648;Kilis;TR;307864;Kilis
owt_2649;Zimovniki;RU;462522;Zimovniki
owt_265;Samyai;CN;1280095;Samyai
owt_2650;Goksun;TR;314188;Göksun
owt_2651;Kangal;TR;310554;Kangal
owt_2652;Pazarcik;TR;302800;Pazarcık
owt_2653;Zara;TR;295982;Zara
owt_2654;Divrigi;TR;316544;Divriği
owt_2655;Damlaca;TR;317667;Damlaca
owt_2656;Golbasi;TR;314136;Gölbaşı
owt_2657;Siverek;TR;300614;Siverek
owt_2658;Midyat;TR;304382;Midyat
owt_2659;Batman;TR;321836;Batman
owt_266;Qamdo;CN;1280281;Qamdo
owt_2660;Karpuzlu;TR;309007;Karpuzlu
owt_2661;Baykan;TR;321750;Baykan
owt_2662;Tatvan;TR;299582;Tatvan
owt_2663;Ahlat;TR;325103;Ahlat
owt_2664;Gevas;TR;314557;Gevaş
owt_2665;Ercis;TR;315530;Erciş
owt_2666;Ercek;TR;315535;Erçek
owt_2667;Mus;TR;304081;Muş
owt_2668;Bingol;TR;321082;Bingöl
owt_2669;Ulusar;TR;298387;Uluşar
owt_267;Chengdu;CN;1815286;Chengdu
owt_2670;Sahgeldi;TR;302204;Şahgeldi
owt_2671;Ozalp;TR;303022;Özalp
owt_2672;Kapikoy;TR;310433;Heretil
owt_2673;Patnos;TR;302819;Patnos
owt_2675;Pasinler;TR;302824;Pasinler
owt_2676;Malazgirt;TR;304916;Malazgirt
owt_2677;Hinis;TR;312114;Hınıs
owt_2680;Ucdam;TR;298620;Üçdam
owt_2682;Torul;TR;738668;Torul
owt_2683;Horasan;TR;745527;Horasan
owt_2684;Agri;TR;309647;Ağrı
owt_2686;Karakurt;TR;744216;Karakurt
owt_2687;Cayarasi;TR;749521;Çayarası
owt_2688;Kagizman;TR;744873;Kağızman
owt_2689;Sarikamis;TR;740088;Sarıkamış
owt_2690;Gyumri;AM;616635;Gyumri
owt_2691;Maku;IR;6672193;Mākū
owt_2692;Yenikoy;TR;297029;Gümüş Yeniköy
owt_2694;Pinarbasi;TR;302667;Pınarbaşı
owt_2696;Elista;RU;563514;Elista
owt_2697;Sal'sk;RU;499161;Sal’sk
owt_2699;Lausanne;CH;2659994;Lausanne
owt_270;Nan'an;CN;7795707;Nan’an
owt_2700;Alessandria;IT;3183299;Alessandria
owt_2701;Asti;IT;3182714;Asti
owt_2702;Brugge;BE;2800931;Brugge
owt_2703;Troyes;FR;2971549;Troyes
owt_2704;Macon;FR;2996882;Mâcon
owt_2705;Lisboa;PT;2267057;Lisbon
owt_2706;Alicante;ES;2521978;Alicante
owt_2707;Valencia;ES;2509954;Valencia
owt_2708;Tortosa;ES;3107677;Tortosa
owt_2709;Palma de Mallorca;ES;2512989;Palma
owt_2710;Malaga;ES;2514256;Málaga
owt_2711;Perpignan;FR;2987914;Perpignan
owt_2712;Barletta;IT;3182340;Barletta
owt_2713;Bologna;IT;3181928;Bologna
owt_2714;Cagliari;IT;2525473;Cagliari
owt_2715;Ferrara;IT;3177090;Ferrara
owt_2716;Firenze;IT;3176959;Florence
owt_2717;Gaeta;IT;3176438;Gaeta
owt_2718;Genova;IT;3176219;Genoa
owt_2720;Lucca;IT;3174530;Lucca
owt_2721;Napoli;IT;3172394;Naples
owt_2722;Parma;IT;3171457;Parma
owt_2723;Padova;IT;3171728;Padova
owt_2724;Perugia;IT;3171180;Perugia
owt_2725;Piacenza;IT;3171058;Piacenza
owt_2726;Pisa;IT;3170647;Pisa
owt_2727;Siena;IT;3166548;Siena
owt_2728;Torino;IT;3165524;Turin
owt_2729;Verona;IT;3164527;Verona
owt_2730;Aulla;IT;3182686;Aulla
owt_2731;Jougne;FR;3012211;Jougne
owt_274;Astrakhan';RU;580497;Astrakhan
owt_2748;Tallard;FR;2973485;Tallard
owt_2750;Moulins;FR;2991481;Moulins
owt_2751;Caen;FR;3029241;Caen
owt_2752;Pre-en-Pail;FR;2985491;Pré-en-Pail
owt_2753;Calatayud;ES;3127047;Calatayud
owt_2754;Soria;ES;3108681;Soria
owt_2755;Valladolid;ES;3106672;Valladolid
owt_2756;Almeria;ES;2521886;Almería
owt_2762;Quanzhou;CN;1797353;Quanzhou
owt_2763;Yangzhou;CN;1787227;Yangzhou
owt_2764;Penglai;CN;1812988;Dengzhou
owt_2766;Lianzhou;CN;1803842;Lianzhou
owt_2767;Beihai;CN;1816705;Beihai
owt_2768;Ningbo;CN;1799397;Ningbo
owt_2770;Xucheng;CN;1787837;Xucheng
owt_2771;Wenzhou;CN;1791388;Wenzhou
owt_2772;Pulandian;CN;1798490;Pulandian
owt_2774;Shaoxing;CN;1795855;Shaoxing
owt_2775;Guangzhou;CN;1809858;Guangzhou
owt_278;Roncesvalles;ES;3111371;Orreaga
owt_2780;Como;IT;3178229;Como
owt_2784;Nantua;FR;2990932;Nantua
owt_279;Khujand;TJ;1514879;Khŭjand
owt_2791;Strasbourg;FR;2973783;Strasbourg
owt_2793;Gent;BE;2797656;Gent
owt_2794;Namur;BE;2790471;Namur
owt_2795;Augsburg;DE;2954172;Augsburg
owt_2796;Bremen;DE;2944388;Bremen
owt_2797;Braunschweig;DE;2945024;Braunschweig
owt_2798;Chemnitz;DE;2940132;Chemnitz
owt_2799;Celle;DE;2940213;Celle
owt_280;Azov;RU;580054;Azov
owt_2800;Hamburg;DE;2911298;Hamburg
owt_2801;Hannover;DE;2910831;Hannover
owt_2802;Hildesheim;DE;2904789;Hildesheim
owt_2803;Dresden;DE;2935022;Dresden
owt_2805;Karlsruhe;DE;2892794;Karlsruhe
owt_2806;Luneburg;DE;2875115;Lüneburg
owt_2807;Mering;DE;2871813;Mering
owt_2808;Minden;DE;2871039;Minden
owt_2809;Osnabruck;DE;2856883;Osnabrück
owt_281;Le Puy;FR;3002465;Le Puy-en-Velay
owt_2810;Paderborn;DE;2855745;Paderborn
owt_2811;Rostock;DE;2844588;Rostock
owt_2812;Saarbrucken;DE;2842647;Saarbrücken
owt_2813;Ulm;DE;2820256;Ulm
owt_2814;Zelenogradsk;RU;463828;Zelenogradsk
owt_2815;Pest;HU;3046446;Pest
owt_2816;Konstanz;DE;2885679;Konstanz
owt_2818;Kepno;PL;3096338;Kępno
owt_2819;Koszalin;PL;3095049;Koszalin
owt_282;Saint-Chely-d'Aubrac;FR;2981192;Saint-Chély-d’Aubrac
owt_2821;Hengelo;NL;2754394;Hengelo
owt_2822;Innsbruck;AT;2775220;Innsbruck
owt_2823;Villach;AT;2762372;Villach
owt_2825;Brzeg;PL;3102459;Brzeg
owt_2826;Hradec Kralove;CZ;3074967;Hradec Králové
owt_2827;Bruck an der Mur;AT;2781371;Bruck an der Mur
owt_2828;Wismar;DE;2807465;Wismar
owt_2829;Nijmegen;NL;2750053;Nijmegen
owt_283;Aumont-Aubrac;FR;3036097;Aumont-Aubrac
owt_2830;Marburg an der Lahn;DE;2873759;Marburg an der Lahn
owt_2831;Alsfeld;DE;2958128;Alsfeld
owt_2833;Boboszow;PL;3103175;Boboszów
owt_2837;Gniew;PL;3099127;Gniew
owt_2838;Niemcza;PL;3090967;Niemcza
owt_284;Nasbinals;FR;2990905;Nasbinals
owt_2840;Szczebrzeszyn;PL;757452;Szczebrzeszyn
owt_2841;Sitaniec;PL;759197;Sitaniec
owt_2842;Rozwadow;PL;760185;Rozwadów
owt_2843;Ulanow;PL;756377;Ulanów
owt_2844;Uchanie;PL;756425;Uchanie
owt_2845;Krzeszow;PL;767281;Krzeszów Górny
owt_2846;Krasnystaw;PL;767605;Krasnystaw
owt_2847;Keblow Stary;PL;769327;Kębłów Stary
owt_2848;Zamosc;PL;753866;Zamość
owt_2849;Tarnogrod;PL;757029;Tarnogród
owt_285;Conques;FR;3023872;Conques
owt_2850;Zamch;PL;753885;Zamch
owt_2851;Lubaczow;PL;765932;Lubaczów
owt_2852;Labunie;PL;766896;Łabunie
owt_2853;Izbica;PL;770751;Izbica
owt_2854;Horyszow Ruski;PL;770982;Horyszów Ruski
owt_2855;Wojslawice;PL;755369;Wojsławice
owt_2856;Witkow;PL;755539;Witków
owt_2857;Frampol;PL;772492;Frampol
owt_2858;Yavoriv;UA;688288;Yavoriv
owt_2859;Belz;UA;712471;Belz
owt_286;Estaing;FR;3019580;Estaing
owt_2860;Velikiye Mosty;UA;690155;Velyki Mosty
owt_2861;Zhovkva;UA;687093;Zhovkva
owt_2862;Kulikov;UA;703717;Kulikov
owt_2863;Ustilug;UA;690604;Ustyluh
owt_2864;Dobrosin;UA;709896;Dobrosìn
owt_2865;Rava-Rus'ka;UA;695781;Rava-Rus’ka
owt_2867;Wolfen;DE;2806919;Wolfen
owt_2868;Angermunde;DE;2956093;Angermünde
owt_2869;Bernau;DE;2950096;Bernau bei Berlin
owt_287;Senergues;FR;2975109;Sénergues
owt_2870;Lebork;PL;3093739;Lębork
owt_2871;Drescha;DE;2935035;Drescha
owt_2872;Amberg;DE;2956656;Amberg
owt_2873;Zwickau;DE;2803560;Zwickau
owt_2874;Cheb;CZ;3077835;Cheb
owt_2875;Weiden;DE;2813040;Weiden
owt_2876;Landshut;DE;2881485;Landshut
owt_2877;Muhldorf;DE;2868506;Mühldorf
owt_2878;Rosenheim;DE;2844988;Rosenheim
owt_2879;Kufstein;AT;2773300;Kufstein
owt_288;Saint-Come-d'Olt;FR;2981027;Saint-Côme-d’Olt
owt_2880;Rattenberg;AT;2767902;Rattenberg
owt_2881;Jenbach;DE;2895038;Jenbach
owt_2882;Matrei am Brenner;AT;2771830;Matrei am Brenner
owt_2883;Steinach am Brenner;AT;2764557;Steinach am Brenner
owt_2884;Bolzano;IT;3181913;Bolzano
owt_2885;Fortezza;IT;3176671;Fortezza
owt_2886;Rovereto;IT;3168854;Rovereto
owt_2888;Dolce;IT;3177552;Dolcè
owt_289;Sevilla;ES;2510911;Sevilla
owt_2890;Ostiglia;IT;3171792;Ostiglia
owt_2891;Isola della Scala;IT;3175428;Isola della Scala
owt_2892;Mirandola;IT;3173370;Mirandola
owt_2893;Pianoro;IT;3170937;Pianoro
owt_2894;Firenzuola;IT;3176952;Firenzuola
owt_2895;Scarperia;IT;3166955;Scarperia
owt_2896;San Casciano in Val di Pesa;IT;3168498;San Casciano in Val di Pesa
owt_2897;Poggibonsi;IT;3170504;Poggibonsi
owt_2898;Acquapendente;IT;3183516;Acquapendente
owt_2899;Montefiascone;IT;3172931;Montefiascone
owt_29;Bayrut;LB;268743;Ra’s Bayrūt
owt_290;Merida;ES;2513917;Mérida
owt_2900;Viterbo;IT;3164039;Viterbo
owt_2901;San Michele all'Adige;IT;3167963;San Michele All'Adige
owt_2902;Magre all' Adige;IT;3174236;Magrè all'Adige
owt_2903;Loiano;IT;3174629;Loiano
owt_2904;Buonconvento;IT;3181407;Buonconvento
owt_2905;San Quirico d'Orcia;IT;3167783;San Quirico d'Orcia
owt_2906;Radicofani;IT;3169640;Radicofani
owt_2907;Ronciglione;IT;3169012;Ronciglione
owt_2908;Monterosi;IT;3172772;Monterosi
owt_291;Caceres;ES;2520611;Cáceres
owt_2910;Goleniow;PL;3098966;Goleniów
owt_2911;Ribe;DK;2614813;Ribe
owt_2912;Flensburg;DE;2926271;Flensburg
owt_2913;Plon;DE;2853162;Plön
owt_2914;Sternberg;DE;2827336;Sternberg
owt_2915;Tangermunde;DE;2824254;Tangermünde
owt_2916;Stassfurt;DE;2829422;Staßfurt
owt_2917;Hettstedt;DE;2905206;Hettstedt
owt_2918;Arnstadt;DE;2955439;Arnstadt
owt_2919;Ilmenau;DE;2896514;Ilmenau
owt_292;Zamora;ES;3104342;Zamora
owt_2920;Eisfeld;DE;2931433;Eisfeld
owt_2921;Neumunster;DE;2864475;Neumünster
owt_2922;Bad Wilsnack;DE;2953316;Bad Wilsnack
owt_2924;Klosterlechfeld;DE;2887449;Klosterlechfeld
owt_2925;Romerkessel;DE;2845323;Römerkessel
owt_2926;Saulgrub;DE;2841124;Saulgrub
owt_2927;Forchheim;DE;2925910;Forchheim
owt_2928;Erlangen;DE;2929567;Erlangen
owt_2929;Donauworth;DE;2936253;Donauwörth
owt_293;Salamanca;ES;3111108;Salamanca
owt_2930;Roth;DE;2844265;Roth
owt_2931;Weissenburg in Bayern;DE;2811909;Weißenburg in Bayern
owt_2932;Monheim;DE;2869792;Monheim
owt_2933;Landsberg am Lech;DE;2881509;Landsberg am Lech
owt_2934;Schongau;DE;2836616;Schongau
owt_2935;Garmisch-Partenkirchen;DE;2922530;Garmisch-Partenkirchen
owt_2936;Mittenwald;DE;2870482;Mittenwald
owt_2937;Seefeld in Tirol;AT;2765278;Seefeld in Tirol
owt_294;Astorga;ES;3129231;Astorga
owt_2940;Wernigerode;DE;2810808;Wernigerode
owt_2941;Ilfeld;DE;2896592;Ilfeld
owt_2942;Gottingen;DE;2918632;Göttingen
owt_2943;Muhlhausen;DE;2867996;Mühlhausen
owt_2944;Hasselfelde;DE;2909386;Hasselfelde
owt_2945;Heilbad Heiligenstadt;DE;2907545;Heilbad Heiligenstadt
owt_2946;Molln;DE;2869994;Mölln
owt_2947;Heldrungen;DE;2906990;Heldrungen
