collection;place_id;toponym;gazetteer_uri;gazetteer_label;lng;lat;exact_matches;close_matches
bordeaux;bor_167;meldia;http://linkedplaces.org/places/bor_167;Meldia;22.92984;42.921675;[{"uri":"http://pleiades.stoa.org/places/207275","names":['Meldia']}];
bordeaux;bor_224;agannia;http://linkedplaces.org/places/bor_224;Agannia;31.9622515;40.0219715;[{"uri":"http://pleiades.stoa.org/places/609447","names":['Lagania', 'Anastasioupolis', 'Lagantine']}];
bordeaux;bor_277;alcobile;http://linkedplaces.org/places/bor_277;Alcobile;35.645732;34.119026;[{"uri":"http://pleiades.stoa.org/places/668216","names":['Byblos', 'Byblos', 'Ǧubail', 'Gǝbȧl', 'Gǝbal, Gebal', 'Ǧubail, Jubail, Jubeil, Jubayl, Jubeyl, Jubiyl', 'gbl', 'Gibelet, Giblet', 'Gubl', 'Gubla', 'Gubla', 'Gubla', 'Ǧubēl, Jubel, Jbeil']}];
bordeaux;bor_107;hadrante;http://linkedplaces.org/places/bor_107;Hadrante;14.883019;46.188078;[{"uri":"http://pleiades.stoa.org/places/197147","names":['Atrans']}];
bordeaux;bor_31;ponte aerarium;http://linkedplaces.org/places/bor_31;Ponte Aerarium;4.5144978;43.753814;[{"uri":"http://pleiades.stoa.org/places/148160","names":['Pons Aerarius']}];
bordeaux;bor_225;petrobrogen;http://linkedplaces.org/places/bor_225;Petrobrogen;32.016977;40.053953;[{"uri":"http://pleiades.stoa.org/places/845038","names":['Petobrogen']}];
bordeaux;bor_168;scretisca;http://linkedplaces.org/places/bor_168;Scretisca;23.2154337;42.8130176;[{"uri":"http://pleiades.stoa.org/places/207435","names":['Scretisca']}];
bordeaux;bor_278;heldua;http://linkedplaces.org/places/bor_278;Heldua;35.491876;33.807178;[{"uri":"http://pleiades.stoa.org/places/678177","names":['Heldua']}];
bordeaux;bor_32;arelate;http://linkedplaces.org/places/bor_32;Arelate;4.62266;43.67586;[{"uri":"http://pleiades.stoa.org/places/148217","names":['Theline', 'Col. Arelate', 'Constantina', 'Col. Iulia Paterna Sextanorum Arelate', 'Arles']}];
bordeaux;bor_136;vedulia;http://linkedplaces.org/places/bor_136;Vedulia;19.463;45.01;[{"uri":"http://pleiades.stoa.org/places/206995","names":['Budalia']}];
bordeaux;bor_249;faustinopoli;http://linkedplaces.org/places/bor_249;Faustinopoli;34.723587;37.659399;[{"uri":"http://pleiades.stoa.org/places/648608","names":['Col. Faustinopolis', 'Halala']}];
bordeaux;bor_279;birito;http://linkedplaces.org/places/bor_279;Birito;35.501176;33.897902;[{"uri":"http://pleiades.stoa.org/places/678060","names":['Berytus', 'Laodikeia en te Phoinike', 'Col. Iulia Augusta Felix', 'Lattaquié', 'Beirut', 'Bēt Lāpaṭ', 'Bēt Lāpāṭ, Bet Lapat, Bet Lapath', 'Col. Iul. Aug. Fel. B., Col. Jul. Aug. Fel. B.', 'Biruta', 'Berot', 'Barut', 'Baruth', 'Bērūt, Berut', 'Bērytos, Berytos', 'Berytos', 'Bairūt, Bairut, Bayrut, Beyrut', 'Laodikeia, Laodicea', 'Colonia Julia Augusta B., Colonia Iulia Augusta B.', 'Beirut', 'Beirut', 'Colonia Jul. Aug. Fel. B., Colonia Iul. Aug. Fel. B.']}];
bordeaux;bor_108;ad medias;http://linkedplaces.org/places/bor_108;Ad Medias;15.099633;46.263669;[{"uri":"http://pleiades.stoa.org/places/197072","names":['Ad Medias']}];
bordeaux;bor_226;mnizos;http://linkedplaces.org/places/bor_226;Mnizos;32.2489715;40.04443;[{"uri":"http://pleiades.stoa.org/places/845020","names":['Mnizos']}];
bordeaux;bor_169;serdica;http://linkedplaces.org/places/bor_169;Serdica;23.3221545;42.6976489;[{"uri":"http://pleiades.stoa.org/places/207439","names":['Serdica', 'Sofia']}];
bordeaux;bor_280;parphirion;http://linkedplaces.org/places/bor_280;Parphirion;35.4202;33.6682;[{"uri":"http://pleiades.stoa.org/places/678338","names":['Porphyreon Polis']}];
bordeaux;bor_227;prasmon;http://linkedplaces.org/places/bor_227;Prasmon;32.249382;40.109949;[{"uri":"http://pleiades.stoa.org/places/845047","names":['Prasmon']}];
bordeaux;bor_109;celeia;http://linkedplaces.org/places/bor_109;Celeia;15.2602936;46.231018;[{"uri":"http://pleiades.stoa.org/places/197206","names":['Celeia', 'Celje']}];
bordeaux;bor_228;malogordis;http://linkedplaces.org/places/bor_228;Malogordis;32.429558;40.084044;[{"uri":"http://pleiades.stoa.org/places/845011","names":['Manegordo']}];
bordeaux;bor_281;sidona;http://linkedplaces.org/places/bor_281;Sidona;35.371208;33.560243;[{"uri":"http://pleiades.stoa.org/places/678393","names":['Sidon', 'Col. Aurelia Pia', 'Saiete, Sayete', 'ṣdn', 'ṣdn', 'Sydon', 'Saidā', 'Ṣaidā, Saida, Sayda', 'Ṣaida', 'Ṣaidā', 'Ṣidon, Sidon', 'Ṣidon, Sidon', 'Sidon', 'Sidōn, Sidon', 'Ṣidunu, Sidunu', 'Ṣīdūnu, Sidunu', 'Sidūnu, Sidunu', 'Ṣidūnu', 'Colonia Aur. Pia S.', 'Colonia Aurelia Pia S., Colonia Aur. Pia S., Colonia Aurelia Pia Sidon', 'Seete']}];
bordeaux;bor_110;lotodos;http://linkedplaces.org/places/bor_110;Lotodos;15.3644038;46.3629738;[{"uri":"http://pleiades.stoa.org/places/197069","names":['Ad Lotodos']}];
bordeaux;bor_282;sarepta;http://linkedplaces.org/places/bor_282;Sarepta;35.295048;33.46431;[{"uri":"http://pleiades.stoa.org/places/678374","names":['Sarepta', 'Makra Kome']}];
bordeaux;bor_229;cenaxem palidem;http://linkedplaces.org/places/bor_229;Cenaxem Palidem;32.6625835;39.9844845;[{"uri":"http://pleiades.stoa.org/places/619136","names":['Cenaxis Palus']}];
bordeaux;bor_111;ragindone;http://linkedplaces.org/places/bor_111;Ragindone;15.5;46.351;[{"uri":"http://pleiades.stoa.org/places/197467","names":['Ragando']}];
bordeaux;bor_33;arnagine;http://linkedplaces.org/places/bor_33;Arnagine;4.6980992;43.7666736;[{"uri":"http://pleiades.stoa.org/places/148074","names":['Ernaginum']}];
bordeaux;bor_170;extuomne;http://linkedplaces.org/places/bor_170;Extuomne;23.4647832;42.6593666;[{"uri":"http://pleiades.stoa.org/places/481835","names":['Extuomne']}];
bordeaux;bor_112;pultouia;http://linkedplaces.org/places/bor_112;Pultouia;15.69058;46.40644;[{"uri":"http://pleiades.stoa.org/places/197460","names":['Pultovia']}];
bordeaux;bor_34;bellinto;http://linkedplaces.org/places/bor_34;Bellinto;4.78;43.883;[{"uri":"http://pleiades.stoa.org/places/148019","names":['Bellintum']}];
bordeaux;bor_171;buragara;http://linkedplaces.org/places/bor_171;Buragara;23.619393;42.649254;[{"uri":"http://pleiades.stoa.org/places/481775","names":['Burgaraca']}];
bordeaux;bor_113;poetouione;http://linkedplaces.org/places/bor_113;Poetouione;15.8699813;46.4199885;[{"uri":"http://pleiades.stoa.org/places/197446","names":['Poetovio']}];
bordeaux;bor_35;auenione;http://linkedplaces.org/places/bor_35;Auenione;4.80769;43.95159;[{"uri":"http://pleiades.stoa.org/places/148004","names":['Avennio', 'Avignon']}];
bordeaux;bor_172;sparata;http://linkedplaces.org/places/bor_172;Sparata;23.7097576;42.5593528;[{"uri":"http://pleiades.stoa.org/places/481998","names":['Sparata']}];
bordeaux;bor_36;cypresseta;http://linkedplaces.org/places/bor_36;Cypresseta;4.8727;44.0125;[{"uri":"http://pleiades.stoa.org/places/148065","names":['Cypresseta']}];
bordeaux;bor_173;hilica;http://linkedplaces.org/places/bor_173;Hilica;23.8161718;42.4382418;[{"uri":"http://pleiades.stoa.org/places/481860","names":['Helice']}];
bordeaux;bor_37;arausione;http://linkedplaces.org/places/bor_37;Arausione;4.807393;44.138048;[{"uri":"http://pleiades.stoa.org/places/148054","names":['Col. Arausio', 'Col. Firma Iulia Arausio Secundanorum', 'Orange']}];
bordeaux;bor_174;soneio;http://linkedplaces.org/places/bor_174;Soneio;23.922456;42.356859;[{"uri":"http://pleiades.stoa.org/places/481996","names":['Soneio']}];
bordeaux;bor_114;ramista;http://linkedplaces.org/places/bor_114;Ramista;16.038;46.405;[{"uri":"http://pleiades.stoa.org/places/197468","names":['Ramista', 'Formin']}];
bordeaux;bor_38;ad letoce;http://linkedplaces.org/places/bor_38;Ad Letoce;4.758859;44.319455;[{"uri":"http://pleiades.stoa.org/places/167616","names":['Ad Letoce']}];
bordeaux;bor_115;aqua viua;http://linkedplaces.org/places/bor_115;Aqua Viua;16.233;46.344;[{"uri":"http://pleiades.stoa.org/places/197129","names":['Aqua Viva']}];
bordeaux;bor_232;curueunta;http://linkedplaces.org/places/bor_232;Curueunta;32.87447;39.69484;[{"uri":"http://pleiades.stoa.org/places/619167","names":['Gorbeus']}];
bordeaux;bor_294;hierusalem;http://linkedplaces.org/places/bor_294;Hierusalem;35.234167;31.776667;[{"uri":"http://pleiades.stoa.org/places/687928","names":['Ierusalem', 'Hierosolyma', 'Col. Aelia Capitolina', 'Colonia Aelia Capitolina', 'Ailia', 'Aelia Capitolina', 'Yǝrušalayim', 'Yėrūšalayim', 'Yǝrūšȧlayim', "Īliyāʾ, Iliya', Iliya, Iliya, Iliya", "Īliyā, Īliyāʾ, Īlyāʾ, Ilya', Ilya, Iliya, Iliya'", 'Quds-e Šerīf, Quds-e Sherif', 'Quds-i Šerīf, Quds-i Sherif', 'Bait al-Maqdis, Bayt al-Maqdis, Beit el-Maqdis, Beyt el-Maqdis, Bayt al-Muqaddas, Bait al-Muqaddas, Beyt el-Muqaddas, Beit el-Muqaddas', 'Ursalimmu', 'Ursalimmu', 'Jerusalem', 'Jerusalem', 'Ierousalēm, Ierousalem, Jerousalem', 'yrwšlm', 'al-Quds, el-Quds, al-Kuds', 'Quds-i Šarīf, Quds-i Sharif', 'al Quds, el Quds', 'Quds', 'Hierosolyma', 'Urusalim', 'Yǝrušȧlayim, Yerushalayim', 'Yǝrušȧlayim, Yerushalayim', 'Yǝrušȧlayim, Yerushalayim']}];
bordeaux;bor_288;caesarea palestina;http://linkedplaces.org/places/bor_288;Caesarea Palestina;34.8912663;32.4987775;[{"uri":"http://pleiades.stoa.org/places/678401","names":['Stratonos Pyrgos', 'Caesarea', 'Kaisareia Paralios', 'Cesarea Palestinae', 'Caesarea Maritima']}];
bordeaux;bor_137;sirmium;http://linkedplaces.org/places/bor_137;Sirmium;19.61017;44.96648;[{"uri":"http://pleiades.stoa.org/places/207447","names":['Sirmium', 'Sremska Mitrovica']}];
bordeaux;bor_1;burdigala;http://linkedplaces.org/places/bor_1;Burdigala;-0.57918;44.837789;[{"uri":"http://pleiades.stoa.org/places/138248","names":['Burdigala', 'Burdigalenses', 'Bordeaux']}];
bordeaux;bor_98;aquileia;http://linkedplaces.org/places/bor_98;Aquileia;13.370946;45.769631;[{"uri":"http://pleiades.stoa.org/places/187290","names":['Aquileia', 'Aquileia']}];
bordeaux;bor_295;ad sextum miliarem;http://linkedplaces.org/places/bor_295;Ad Sextum Miliarem;20.717212;44.669976;[{"uri":"http://pleiades.stoa.org/places/206893","names":['Ad Sextum Miliarem']}];
bordeaux;bor_274;tripoli;http://linkedplaces.org/places/bor_274;Tripoli;35.812;34.449;[{"uri":"http://pleiades.stoa.org/places/668394","names":['Tripolis', 'Tripolis', 'Ṭarābulus, Tarabulus', 'al-Mīnā', "al-Mīnāʾ, al-Mina, el-Mina, al-Mina', el-Mina'", 'Tripolis', 'Tripolis', 'Waḫliya, Wakhliya, Wahliya', 'Ṭrāblus, Trablus', 'Ṭarābulus aš-Šām, Tarabulus ash-Sham, Tarabulus esh-Sham, Tarabulus al-Sham, Tarabulus el-Sham, Tarablus ash-Sham, Tarablus esh-Sham, Tarablus al-Sham, Tarablus el-Sham', 'Ṭarābulus, Tarabulus, Tarablus', 'Ṭarāblus', 'Tripoli', 'Tripoli']}];
bordeaux;bor_293;neapoli;http://linkedplaces.org/places/bor_293;Neapoli;35.26293;32.216511;[{"uri":"http://pleiades.stoa.org/places/678301","names":['Neapolis']}];
bordeaux;bor_122;cocconis;http://linkedplaces.org/places/bor_122;Cocconis;17.74;45.805;[{"uri":"http://pleiades.stoa.org/places/197215","names":['Cocconis']}];
bordeaux;bor_178;sernota;http://linkedplaces.org/places/bor_178;Sernota;24.932699;42.187336;[{"uri":"http://pleiades.stoa.org/places/216980","names":['Sernota']}];
bordeaux;bor_201;nassete;http://linkedplaces.org/places/bor_201;Nassete;29.131811;40.918692;[{"uri":"http://pleiades.stoa.org/places/521092","names":['Nassete']}];
bordeaux;bor_46;darentiaca;http://linkedplaces.org/places/bor_46;Darentiaca;5.197155;44.697838;[{"uri":"http://pleiades.stoa.org/places/167737","names":['Darentiaca']}];
bordeaux;bor_123;serota;http://linkedplaces.org/places/bor_123;Serota;17.3837765;45.8334097;[{"uri":"http://pleiades.stoa.org/places/197508","names":['Serota']}];
bordeaux;bor_238;parnasso;http://linkedplaces.org/places/bor_238;Parnasso;33.586987;39.054632;[{"uri":"http://pleiades.stoa.org/places/619235","names":['Parnassos']}];
bordeaux;bor_195;heraclea;http://linkedplaces.org/places/bor_195;Heraclea;27.95454;40.97089;[{"uri":"http://pleiades.stoa.org/places/511357","names":['Perinthus', 'Heraclea']}];
bordeaux;bor_252;pilas;http://linkedplaces.org/places/bor_252;Pilas;34.78691;37.28325;[{"uri":"http://pleiades.stoa.org/places/648670","names":['Kilikiai Pylai', 'Cilician Gate', 'Gülek Bogazi, Gulek Bogazi']}];
bordeaux;bor_230;anchira galatia;http://linkedplaces.org/places/bor_230;Anchira Galatia;32.858128;39.944387;[{"uri":"http://pleiades.stoa.org/places/619103","names":['Ancyra', 'Angūriyah', 'Sebastē Tektosagōn, Sebaste Tektosagon', 'Angūriya, Anguriya', 'Anqara', 'Anqara', 'Anqīra, Anqira', 'Ankara', 'Anḳara, Ankara, Anqara', 'Ankyra', 'Ankara Z.A.', 'Ankūrīye, Ankuriye, Ankuriya', 'Ankūriya', 'Angora', 'Engürü, Enguru']}];
bordeaux;bor_231;delemna;http://linkedplaces.org/places/bor_231;Delemna;32.75;39.75;[{"uri":"http://pleiades.stoa.org/places/619161","names":['Galatia']}];
bordeaux;bor_200;constantinopoli;http://linkedplaces.org/places/bor_200;Constantinopoli;28.975926;41.012379;[{"uri":"http://pleiades.stoa.org/places/520998","names":['Constantinopolis', 'Istanbul']}];
bordeaux;bor_76;mediolanum;http://linkedplaces.org/places/bor_76;Mediolanum;9.1881;45.4637;[{"uri":"http://pleiades.stoa.org/places/383706","names":['Mediolanium', 'Mediolanum', 'Milan', 'Milano']}];
bordeaux;bor_138;fossis;http://linkedplaces.org/places/bor_138;Fossis;19.743;44.966;[{"uri":"http://pleiades.stoa.org/places/207120","names":['Fossae']}];
bordeaux;bor_139;bassianis;http://linkedplaces.org/places/bor_139;Bassianis;19.97406;44.9707;[{"uri":"http://pleiades.stoa.org/places/206960","names":['Bassiana']}];
bordeaux;bor_255;pargais;http://linkedplaces.org/places/bor_255;Pargais;35.1059765;36.9712975;[{"uri":"http://pleiades.stoa.org/places/648733","names":['Pargais']}];
bordeaux;bor_77;argentea;http://linkedplaces.org/places/bor_77;Argentea;9.40846;45.53126;[{"uri":"http://pleiades.stoa.org/places/383575","names":['Argentea']}];
bordeaux;bor_140;nouiciani;http://linkedplaces.org/places/bor_140;Nouiciani;20.5;44.5;[{"uri":"http://pleiades.stoa.org/places/207313","names":['Noviciani']}];
bordeaux;bor_39;nouem craris;http://linkedplaces.org/places/bor_39;Nouem Craris;4.74316;44.413686;[{"uri":"http://pleiades.stoa.org/places/167856","names":['Novem Craris', 'Le Logis de Berre']}];
bordeaux;bor_256;adana;http://linkedplaces.org/places/bor_256;Adana;35.334166;36.985809;[{"uri":"http://pleiades.stoa.org/places/648548","names":['Adana', 'Antiochia ad Sarum', 'Antiocheia', 'ʾdn', 'Antiocheia pros Sarō, Antiocheia pros Saro', 'Adana', 'Adana', 'Adana', 'Adana', 'Aḏana, Adhana, Adana', 'Antiocheia am Saros', 'Atanija, Ataniya', 'Aḍana, Adhana']}];
bordeaux;bor_78;ponte aureoli;http://linkedplaces.org/places/bor_78;Ponte Aureoli;9.53731;45.57757;[{"uri":"http://pleiades.stoa.org/places/383747","names":['Pons Aureoli']}];
bordeaux;bor_141;altina;http://linkedplaces.org/places/bor_141;Altina;20.2747222;44.7891667;[{"uri":"http://pleiades.stoa.org/places/206913","names":['Altina']}];
bordeaux;bor_257;mansista;http://linkedplaces.org/places/bor_257;Mansista;35.62389;36.95779;[{"uri":"http://pleiades.stoa.org/places/658538","names":['Mopsouhestia', 'Mopsouestia', 'Seleukeia pros to Pyramo', 'Mopsus', 'Misis']}];
bordeaux;bor_79;bergamo;http://linkedplaces.org/places/bor_79;Bergamo;9.6687;45.6947;[{"uri":"http://pleiades.stoa.org/places/383589","names":['Bergomum']}];
bordeaux;bor_116;populis;http://linkedplaces.org/places/bor_116;Populis;16.334;46.31;[{"uri":"http://pleiades.stoa.org/places/197454","names":['Populi']}];
bordeaux;bor_233;rosolodiaco;http://linkedplaces.org/places/bor_233;Rosolodiaco;32.896893;39.588876;[{"uri":"http://pleiades.stoa.org/places/619228","names":['Orsologiakos', 'Rosolodiacus']}];
bordeaux;bor_284;alexandroschene;http://linkedplaces.org/places/bor_284;Alexandroschene;35.171988;33.155659;[{"uri":"http://pleiades.stoa.org/places/678013","names":['Alexandroschene']}];
bordeaux;bor_40;acuno;http://linkedplaces.org/places/bor_40;Acuno;4.78607;44.55356;[{"uri":"http://pleiades.stoa.org/places/167627","names":['Akousion', 'Acunum']}];
bordeaux;bor_117;iouia;http://linkedplaces.org/places/bor_117;Iouia;16.6150889;46.2537624;[{"uri":"http://pleiades.stoa.org/places/197326","names":['Iovia']}];
bordeaux;bor_234;aliassum;http://linkedplaces.org/places/bor_234;Aliassum;33.0678125;39.4528865;[{"uri":"http://pleiades.stoa.org/places/619102","names":['Aliassum']}];
bordeaux;bor_41;bantianis;http://linkedplaces.org/places/bor_41;Bantianis;4.800244;44.706103;[{"uri":"http://pleiades.stoa.org/places/167668","names":['Batiana']}];
bordeaux;bor_285;ecdeppa;http://linkedplaces.org/places/bor_285;Ecdeppa;35.10194;33.04858;[{"uri":"http://pleiades.stoa.org/places/678128","names":['Ekdippa']}];
bordeaux;bor_118;sunista;http://linkedplaces.org/places/bor_118;Sunista;16.766;46.186;[{"uri":"http://pleiades.stoa.org/places/197522","names":['Sonista']}];
bordeaux;bor_235;aspona;http://linkedplaces.org/places/bor_235;Aspona;33.289354;39.309426;[{"uri":"http://pleiades.stoa.org/places/619118","names":['Aspona']}];
bordeaux;bor_134;vlmo;http://linkedplaces.org/places/bor_134;Vlmo;19.1515532;45.1640611;[{"uri":"http://pleiades.stoa.org/places/207525","names":['Ulmo']}];
bordeaux;bor_286;ptolomaida;http://linkedplaces.org/places/bor_286;Ptolomaida;35.068626;32.920744;[{"uri":"http://pleiades.stoa.org/places/678010","names":['Ake', 'Ptolemais', 'ʿAkko, Akko, Acco', 'ʿAkko, Akko, Acco', 'Akkū, Akku', 'Antiocheia', 'Col. Claudia (Nerōnia) C. Pt., Colonia Claudia Nerōnia Caesarea Ptolemais, Colonia Claudia Caesarea Ptolemais', 'Akē, Ake', 'Antiocheia Ptolemais', 'Acre', 'ʿAkka', 'Akka', 'Tall al-Faḫḫār', 'Ptolemais, Ptolemaïs', 'Colonia Claudia (Nerōnia) Caes., Colonia Claudia Caesarea, Colonia Claudia Neronia Caesarea', 'Tall al-Fuḫḫār, Tall al-Fukhar, Tall al-Fukkhar, Tell el-Fukhar, Tell el-Foukhar, Tall al-Fakhar, Tell el-Fakhar', 'Accon', 'Ptolemaïs', 'Akku', "Saint Jean d'Acre, Saint-Jean-d'Acre, St-Jean-d'Acre", 'ʿAkkā, Akka', 'Acca', 'Akkon, Accho, Akers, Akko', 'Ptolemaǐs', 'Colonia Claudia Caes. Ptol., Colonia Claudia Caesarea Ptolemais', 'Colonia Claudia Caes. P., Colonia Claudia Caesarea Ptolemais']}];
bordeaux;bor_42;vmbenno;http://linkedplaces.org/places/bor_42;Vmbenno;4.800244;44.706103;[{"uri":"http://pleiades.stoa.org/places/167947","names":['Umbennum']}];
bordeaux;bor_176;basapare;http://linkedplaces.org/places/bor_176;Basapare;24.333567;42.1927654;[{"uri":"http://pleiades.stoa.org/places/216732","names":['Bessapara']}];
bordeaux;bor_119;peritur;http://linkedplaces.org/places/bor_119;Peritur;16.833;46.125;[{"uri":"http://pleiades.stoa.org/places/197440","names":['Piretis']}];
bordeaux;bor_43;valentia;http://linkedplaces.org/places/bor_43;Valentia;4.889528;44.931632;[{"uri":"http://pleiades.stoa.org/places/167718","names":['Col. Valentia', 'Valence']}];
bordeaux;bor_236;galea;http://linkedplaces.org/places/bor_236;Galea;33.441223;39.266152;[{"uri":"http://pleiades.stoa.org/places/619162","names":['Galea']}];
bordeaux;bor_120;lentolis;http://linkedplaces.org/places/bor_120;Lentolis;17.292695;45.92436;[{"uri":"http://pleiades.stoa.org/places/197348","names":['Lentulis']}];
bordeaux;bor_58;byrigante;http://linkedplaces.org/places/bor_58;Byrigante;6.6342;44.8969;[{"uri":"http://pleiades.stoa.org/places/167691","names":['Brigantio']}];
bordeaux;bor_250;caena;http://linkedplaces.org/places/bor_250;Caena;34.842479;37.531389;[{"uri":"http://pleiades.stoa.org/places/648592","names":['Caena']}];
bordeaux;bor_194;tunorullo;http://linkedplaces.org/places/bor_194;Tunorullo;27.824805;41.087065;[{"uri":"http://pleiades.stoa.org/places/511184","names":['Beodizo']}];
bordeaux;bor_251;opodando;http://linkedplaces.org/places/bor_251;Opodando;34.872073;37.4265802;[{"uri":"http://pleiades.stoa.org/places/648742","names":['Podandus']}];
bordeaux;bor_59;gesdaone;http://linkedplaces.org/places/bor_59;Gesdaone;6.79464;44.95463;[{"uri":"http://pleiades.stoa.org/places/167778","names":['Gaesao', 'Tyrium']}];
bordeaux;bor_61;segussione;http://linkedplaces.org/places/bor_61;Segussione;7.04537;45.13736;[{"uri":"http://pleiades.stoa.org/places/167919","names":['Segusio', 'Segusini', 'Susa']}];
bordeaux;bor_196;baunne;http://linkedplaces.org/places/bor_196;Baunne;28.26829;41.080158;[{"uri":"http://pleiades.stoa.org/places/511414","names":[' Selymbria', ' Selybria', 'Eudoxiopolis']}];
bordeaux;bor_253;mansucrinae;http://linkedplaces.org/places/bor_253;Mansucrinae;34.8858995;37.0733365;[{"uri":"http://pleiades.stoa.org/places/648704","names":['Mampsoukrenai', 'Mapsoukrenai']}];
bordeaux;bor_197;salambria;http://linkedplaces.org/places/bor_197;Salambria;28.418437;41.051365;[{"uri":"http://pleiades.stoa.org/places/511201","names":['Callum']}];
bordeaux;bor_287;sicaminos;http://linkedplaces.org/places/bor_287;Sicaminos;34.95564;32.82451;[{"uri":"http://pleiades.stoa.org/places/678404","names":['Sykamina', 'Tall Abī Ḥuwām, Tall Abi Huwam, Tell Abi Huwam', 'Tall Abī Ḥawām, Tall Abi Hawam, Tell Abi Hawam, Tall Abi Hawwam, Tell Abi Hawwam', 'Porphyreōn, Porphyreon', 'Tall Abū Ḥawām, Tell Abu Hawam, Tall Abu Hawam, Tall Abu Hawa, Tell Abu Hawa, Tell Abu Hawwam, Tall Abu Hawwam', 'Tall Abū Hawwām', 'Caifas', 'Caifas', 'Tẹl Šiqmonȧ, Tel Shiqmona, Tel Shikmona, Shikmonah', 'Castra Samaritanorum', 'Calamon, Kalamon', 'Tall Abū Ḥuwām, Tell Abu Huwam, Tall Abu Huwam', 'Ḥẹfȧ, Hefa, Haifa', 'Ḥẹfa', 'Ḥēfā, Hefa', 'Tall Abū Ḥawwām', "Ḥēfā l-ʿAtīqa, Hefa l-'Atiqa, Hefa al-'Atiqa, Hefa el-'Atiqa, Hefa l-Atiqa, Hefa al-Atiqa, Hefa el-Atiqa, Hefa l-'Atiqah, Hefa al-'Atiqah, Hefa el-'Atiqah, Hefa l-Atiqah, Hefa al-Atiqah, Hefa el-Atiqah", 'Qasṭǝrȧ, Qastera, Ḫorbat Qastra', 'Cayphas, Caifas, Caiphas', 'Šiqmȧ, Shiqma', "Ḥaifā l-ʿAtīqa, Haifa l-'Atiqa, Haifa l-Atiqa, Haifa al-'Atiqa, Haifa al-Atiqa, Haifa al-'Atiqah, Haifa al-Atiqah, Haifa l-'Atiqah, Haifa l-Atiqah, Haifa el-'Atiqa, Haifa el-Atiqa, Haifa el-'Atiqah, Haifa el-Atiqah", 'Ḫirbat Kafr as-Samīr, Khirbat Kafr as-Samir, Khirbat Kafr al-Samir, Khirbet Kafr es-Samir, Khirbet Kafr el-Samir', 'Šiqma', 'Ṣalmonȧ, Salmona', 'Salmonȧ, Salmona', 'Tall as-Samak, Tell es-Samak, Tell es-Semak, Tall al-Samak, Tell el-Samak, Tell el-Semak', 'Sykaminon', 'Sykaminos', 'Ḥaifā 2, Haifa 2', 'Ḥaifā 1, Haifa 1', 'Ḥaifā 3, Haifa 3', 'Ḥaifā, Haifa, Hayfa', 'Ḫaifa', 'Haifa']}];
bordeaux;bor_44;cerebelliaca;http://linkedplaces.org/places/bor_44;Cerebelliaca;5.04122;44.80499;[{"uri":"http://pleiades.stoa.org/places/167705","names":['Cerebelliaca']}];
bordeaux;bor_121;cardono;http://linkedplaces.org/places/bor_121;Cardono;17.511;45.854;[{"uri":"http://pleiades.stoa.org/places/197191","names":['Cardono', 'Iovia']}];
bordeaux;bor_177;filopopuli;http://linkedplaces.org/places/bor_177;Filopopuli;24.749106;42.147439;[{"uri":"http://pleiades.stoa.org/places/216927","names":['Philippopolis', 'Trimontium']}];
bordeaux;bor_45;augusta;http://linkedplaces.org/places/bor_45;Augusta;5.05739;44.71597;[{"uri":"http://pleiades.stoa.org/places/167658","names":['Augusta']}];
bordeaux;bor_248;thyana;http://linkedplaces.org/places/bor_248;Thyana;34.568378;37.817319;[{"uri":"http://pleiades.stoa.org/places/648801","names":['Tyana', 'Col. Aurelia Antoniniana', 'Tyanitis', 'Tuwāna', 'Ṭuwāna, Tuwana', 'Colonia Ant. T., Colonia Antoniniana Tyana', 'Ziga Kaplıcası, Ziga Kaplicasi', 'Kemerhisar', 'Tyana, Tyanna', 'Truḫana', 'Dana', 'Dana', "al-Kanāʾis, al-Kana'is, el-Kana'is, al-Kanais, el-Kanais", 'Ṭavāna, Tavana', 'Tuḫana, Tukhana', 'Tuḫana, Tukhana', 'Eusebeia', 'Eusebeia am Tauros, Eusebeia at the Tauros', 'Tuwannuwa, Tuwanuwa', 'Tuwanuwa']}];
bordeaux;bor_192;narco;http://linkedplaces.org/places/bor_192;Narco;27.693272;41.240282;[{"uri":"http://pleiades.stoa.org/places/511448","names":['Tipaso']}];
bordeaux;bor_135;spaneta;http://linkedplaces.org/places/bor_135;Spaneta;19.308;45.082;[{"uri":"http://pleiades.stoa.org/places/207460","names":['Spaneta']}];
bordeaux;bor_193;tipso;http://linkedplaces.org/places/bor_193;Tipso;27.805568;41.167358;[{"uri":"http://pleiades.stoa.org/places/511456","names":['Tzouroulon', 'Silta']}];
bordeaux;bor_57;ramae;http://linkedplaces.org/places/bor_57;Ramae;6.5799;44.7505;[{"uri":"http://pleiades.stoa.org/places/167881","names":['Rama']}];
bordeaux;bor_198;callum;http://linkedplaces.org/places/bor_198;Callum;28.589971;41.034016;[{"uri":"http://pleiades.stoa.org/places/511172","names":['Athyras']}];
bordeaux;bor_62;ad duodecimum;http://linkedplaces.org/places/bor_62;Ad Duodecimum;7.21734;45.13486;[{"uri":"http://pleiades.stoa.org/places/167623","names":['Ad XII']}];
bordeaux;bor_199;atyra;http://linkedplaces.org/places/bor_199;Atyra;28.775342;41.0086579;[{"uri":"http://pleiades.stoa.org/places/511397","names":['Rhegion']}];
