collection;place_id;toponym;gazetteer_uri;gazetteer_label;lng;lat;exact_matches;close_matches;status;source;comment
courier;cou_1;YUNNANFU Yunnan (云南府);http://linkedplaces.org/places/cou_1;YUNNANFU Yunnan (云南府);102.71035;25.045914;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_9755","names":["YUNNANFU Yunnan (云南府)"]}];;L;PA_1903;
courier;cou_10;XINDU Sichuan (新都驿);http://linkedplaces.org/places/cou_10;XINDU Sichuan (新都驿);104.160545;30.83139;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_44418","names":["XINDU Sichuan (新都驿)"]}];;Y;MDYZK;
courier;cou_12;YANSHOUYI Gansu (延寿驿);http://linkedplaces.org/places/cou_12;YANSHOUYI Gansu (延寿驿);104.620308;35.575092;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70008","names":["YANSHOUYI Gansu (延寿驿)"]}];;N;MDYZK;ANDING
courier;cou_13;PU'AN Guizhou (普安);http://linkedplaces.org/places/cou_13;PU'AN Guizhou (普安);104.649895;25.793142;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99346","names":["PU'AN Guizhou (普安)"]}];;Y;MDYZK;
courier;cou_14;JINSHANYI Sichuan (金山驿);http://linkedplaces.org/places/cou_14;JINSHANYI Sichuan (金山驿);104.749298;31.459007;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_9705","names":["JINSHANYI Sichuan (金山驿)"]}];;Y;MDYZK;MIANZHOU
courier;cou_15;XINXING Guizhou (新兴驿);http://linkedplaces.org/places/cou_15;XINXING Guizhou (新兴驿);104.95208;25.78841;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99348","names":["XINXING Guizhou (新兴驿)"]}];;Y;MDYZK;
courier;cou_16;BAONINGYI Gansu (保宁驿);http://linkedplaces.org/places/cou_16;BAONINGYI Gansu (保宁驿);105.056137;35.694199;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70016","names":["BAONINGYI Gansu (保宁驿)"]}];;N;MDYZK;HUINING
courier;cou_17;WEIJIUYI Guizhou (尾酒驿);http://linkedplaces.org/places/cou_17;WEIJIUYI Guizhou (尾酒驿);105.215881;25.833469;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99338","names":["WEIJIUYI Guizhou (尾酒驿)"]}];;L;MDYZK;
courier;cou_18;CHACHENG Guizhou (查城);http://linkedplaces.org/places/cou_18;CHACHENG Guizhou (查城);105.485825;25.910208;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99021","names":["CHACHENG Guizhou (查城)"]}];;Y;MDYZK;
courier;cou_19;JINGYANG Gansu (泾阳驿);http://linkedplaces.org/places/cou_19;JINGYANG Gansu (泾阳驿);105.728821;35.524097;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_245","names":["JINGYANG Gansu (泾阳驿)"]}];;Y;MDYZK;
courier;cou_2;YANGLIN Yunnan (杨林);http://linkedplaces.org/places/cou_2;YANGLIN Yunnan (杨林);103.06189;25.220108;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_80685","names":["YANGLIN Yunnan (杨林)"]}];;L;PA_1903;
courier;cou_20;ANZHUANG Guizhou (安庄驿);http://linkedplaces.org/places/cou_20;ANZHUANG Guizhou (安庄驿);105.763557;26.054596;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99025","names":["ANZHUANG Guizhou (安庄驿)"]}];;Y;MDYZK;
courier;cou_21;WENJINYI Sichuan (问津驿);http://linkedplaces.org/places/cou_21;WENJINYI Sichuan (问津驿);105.832993;32.44389;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_44592","names":["WENJINYI Sichuan (问津驿)"]}];;Y;MDYZK;GUANGYUAN
courier;cou_22;PULIYI Guizhou (普利驿);http://linkedplaces.org/places/cou_22;PULIYI Guizhou (普利驿);105.927864;26.243244;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99030","names":["PULIYI Guizhou (普利驿)"]}];;N;MDYZK;
courier;cou_23;LONGCHENG Ningxia (隆城驿);http://linkedplaces.org/places/cou_23;LONGCHENG Ningxia (隆城驿);106.122238;35.617092;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_248","names":["LONGCHENG Ningxia (隆城驿)"]}];;Y;MDYZK;
courier;cou_24;PINGBA Guizhou (平坝驿);http://linkedplaces.org/places/cou_24;PINGBA Guizhou (平坝驿);106.260857;26.417788;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99395","names":["PINGBA Guizhou (平坝驿)"]}];;Y;MDYZK;
courier;cou_25;WEIQING Guizhou (威清驿);http://linkedplaces.org/places/cou_25;WEIQING Guizhou (威清驿);106.467621;26.556049;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99155","names":["WEIQING Guizhou (威清驿)"]}];;Y;MDYZK;
courier;cou_26;FENGXIANG Shaanxi (凤县);http://linkedplaces.org/places/cou_26;FENGXIANG Shaanxi (凤县);106.62294;33.945248;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_71071","names":["FENGXIANG Shaanxi (凤县)"]}];;N;MDYZK;
courier;cou_27;WATING Ningxia (瓦亭驿);http://linkedplaces.org/places/cou_27;WATING Ningxia (瓦亭驿);106.319969;35.691391;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_152128","names":["WATING Ningxia (瓦亭驿)"]}];;Y;MDYZK;nearest town
courier;cou_28;GAOPING Gansu (高平驿);http://linkedplaces.org/places/cou_28;GAOPING Gansu (高平驿);106.685661;35.535847;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70159","names":["GAOPING Gansu (高平驿)"]}];;Y;MDYZK;
courier;cou_29;HUANGHUA Guizhou (贵州驿);http://linkedplaces.org/places/cou_29;HUANGHUA Guizhou (贵州驿);106.709114;26.580778;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_494","names":["HUANGHUA Guizhou (贵州驿)"]}];;N;MDYZK;Guiyang f
courier;cou_3;XUNDIAN GUCHENG Yunnan (寻甸);http://linkedplaces.org/places/cou_3;XUNDIAN GUCHENG Yunnan (寻甸);103.253716;25.562204;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1574","names":["XUNDIAN GUCHENG Yunnan (寻甸)"]}];;B;PA_1903;
courier;cou_30;MIANXIAN Shaanxi (勉县);http://linkedplaces.org/places/cou_30;MIANXIAN Shaanxi (勉县);106.774803;33.137901;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_132146","names":["MIANXIAN Shaanxi (勉县)"]}];;L;PA_1903;nearest town
courier;cou_31;BAOCHENG Shaanxi (褒城);http://linkedplaces.org/places/cou_31;BAOCHENG Shaanxi (褒城);106.969261;33.20039;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_958","names":["BAOCHENG Shaanxi (褒城)"]}];;Y;MDYZK;
courier;cou_32;LONGLI Guizhou (龙里驿);http://linkedplaces.org/places/cou_32;LONGLI Guizhou (龙里驿);106.981064;26.458336;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99152","names":["LONGLI Guizhou (龙里驿)"]}];;Y;MDYZK;
courier;cou_33;CHENCANG Shaanxi (陈仓驿);http://linkedplaces.org/places/cou_33;CHENCANG Shaanxi (陈仓驿);107.140388;34.38187;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70926","names":["CHENCANG Shaanxi (陈仓驿)"]}];;Y;MDYZK;BAOJI
courier;cou_34;BAISHUI Gansu (白水驿);http://linkedplaces.org/places/cou_34;BAISHUI Gansu (白水驿);106.975792;35.429417;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_16844","names":["BAISHUI Gansu (白水驿)"]}];;Y;MDYZK;Near Baishui Zhen (not in CHGIS)
courier;cou_346;ZUNYI Guizhou (遵义);http://linkedplaces.org/places/cou_346;ZUNYI Guizhou (遵义);106.931602;27.695621;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_9572","names":["ZUNYI Guizhou (遵义)"]}];;N;PA_1903;
courier;cou_35;XINTIAN Guizhou (新添驿);http://linkedplaces.org/places/cou_35;XINTIAN Guizhou (新添驿);107.239624;26.585646;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99150","names":["XINTIAN Guizhou (新添驿)"]}];;Y;MDYZK;
courier;cou_37;QIZHOU Shaanxi (岐周驿);http://linkedplaces.org/places/cou_37;QIZHOU Shaanxi (岐周驿);107.62709;34.439636;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70907","names":["QIZHOU Shaanxi (岐周驿)"]}];;Y;MDYZK;
courier;cou_38;QINGPING Guizhou (清平驿);http://linkedplaces.org/places/cou_38;QINGPING Guizhou (清平驿);107.788979;26.658318;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_99088","names":["QINGPING Guizhou (清平驿)"]}];;Y;MDYZK;
courier;cou_39;YILUYI Shaanxi (宜禄驿);http://linkedplaces.org/places/cou_39;YILUYI Shaanxi (宜禄驿);107.789322;35.205441;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70215","names":["YILUYI Shaanxi (宜禄驿)"]}];;N;MDYZK;
courier;cou_4;MALONG Yunnan (马龙);http://linkedplaces.org/places/cou_4;MALONG Yunnan (马龙);103.580208;25.428434;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1575","names":["MALONG Yunnan (马龙)"]}];;B;PA_1903;
courier;cou_40;FENGQUAN Shaanxi (凤泉驿);http://linkedplaces.org/places/cou_40;FENGQUAN Shaanxi (凤泉驿);107.868492;34.361824;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1743","names":["FENGQUAN Shaanxi (凤泉驿)"]}];;Y;MDYZK;
courier;cou_42;YONG'AN Shaanxi (永安驿);http://linkedplaces.org/places/cou_42;YONG'AN Shaanxi (永安驿);108.043968;34.812748;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70259","names":["YONG'AN Shaanxi (永安驿)"]}];;Y;MDYZK;
courier;cou_43;XINPING Shaanxi (新平驿);http://linkedplaces.org/places/cou_43;XINPING Shaanxi (新平驿);108.077988;35.039658;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70862","names":["XINPING Shaanxi (新平驿)"]}];;Y;MDYZK;
courier;cou_44;TAICHENGYI Shaanxi (邰城驿);http://linkedplaces.org/places/cou_44;TAICHENGYI Shaanxi (邰城驿);108.105103;34.332054;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70252","names":["TAICHENGYI Shaanxi (邰城驿)"]}];;N;MDYZK;
courier;cou_45;PIANQIAO Guizhou (偏桥驿);http://linkedplaces.org/places/cou_45;PIANQIAO Guizhou (偏桥驿);108.118927;27.037273;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_477","names":["PIANQIAO Guizhou (偏桥驿)"]}];;Y;MDYZK;
courier;cou_46;WEISHENG Shaanxi (威胜驿);http://linkedplaces.org/places/cou_46;WEISHENG Shaanxi (威胜驿);108.235603;34.5303;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70856","names":["WEISHENG Shaanxi (威胜驿)"]}];;Y;MDYZK;
courier;cou_47;ZHENYUAN Guizhou (镇远驿);http://linkedplaces.org/places/cou_47;ZHENYUAN Guizhou (镇远驿);108.418449;27.054264;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_479","names":["ZHENYUAN Guizhou (镇远驿)"]}];;Y;MDYZK;
courier;cou_48;BAIQU Shaanxi (白渠驿);http://linkedplaces.org/places/cou_48;BAIQU Shaanxi (白渠驿);108.482605;34.298721;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70722","names":["BAIQU Shaanxi (白渠驿)"]}];;Y;MDYZK;
courier;cou_49;DIANZHANG Shaanxi (店张);http://linkedplaces.org/places/cou_49;DIANZHANG Shaanxi (店张);108.5271;34.428539;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_131811","names":["DIANZHANG Shaanxi (店张)"]}];;L;PA_1903;
courier;cou_5;NANNING XIAN Yunnan (南宁县);http://linkedplaces.org/places/cou_5;NANNING XIAN Yunnan (南宁县);103.796776;25.495844;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121501","names":["NANNING XIAN Yunnan (南宁县)"]}];;L;PA_1903;
courier;cou_50;QINGLANG Guizhou (清浪卫);http://linkedplaces.org/places/cou_50;QINGLANG Guizhou (清浪卫);108.730377;27.126684;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_480","names":["QINGLANG Guizhou (清浪卫)"]}];;Y;MDYZK;
courier;cou_51;PINGXI Guizhou (平溪驿);http://linkedplaces.org/places/cou_51;PINGXI Guizhou (平溪驿);108.911545;27.235931;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_122700","names":["PINGXI Guizhou (平溪驿)"]}];;Y;MDYZK;
courier;cou_52;JINGZHAO Shaanxi (京兆驿);http://linkedplaces.org/places/cou_52;JINGZHAO Shaanxi (京兆驿);108.944206;34.266605;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121526","names":["JINGZHAO Shaanxi (京兆驿)"]}];;Y;MDYZK;Xi'an fu
courier;cou_53;HUANGZHOU Hunan (晃州驿);http://linkedplaces.org/places/cou_53;HUANGZHOU Hunan (晃州驿);109.198509;27.381704;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_32803","names":["HUANGZHOU Hunan (晃州驿)"]}];;Y;MDYZK;Should be at Huangzhou Ting
courier;cou_54;XINFENG Shaanxi (新丰驿);http://linkedplaces.org/places/cou_54;XINFENG Shaanxi (新丰驿);109.238297;34.431412;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_131827","names":["XINFENG Shaanxi (新丰驿)"]}];;Y;MDYZK;Should be at Xinfeng Zhen
courier;cou_55;FENGYUAN Shaanxi (丰原驿);http://linkedplaces.org/places/cou_55;FENGYUAN Shaanxi (丰原驿);109.501236;34.502998;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121322","names":["FENGYUAN Shaanxi (丰原驿)"]}];;Y;MDYZK;
courier;cou_57;TONGJIN Shaanxi (潼津驿);http://linkedplaces.org/places/cou_57;TONGJIN Shaanxi (潼津驿);110.089363;34.56831;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121361","names":["TONGJIN Shaanxi (潼津驿)"]}];;Y;MDYZK;
courier;cou_58;CHUANXIYI Hunan (船溪驿);http://linkedplaces.org/places/cou_58;CHUANXIYI Hunan (船溪驿);110.154221;28.280029;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121282","names":["CHUANXIYI Hunan (船溪驿)"]}];;Y;MDYZK;LUXI
courier;cou_59;CHENYANGSHUIYI Hunan (辰阳水驿);http://linkedplaces.org/places/cou_59;CHENYANGSHUIYI Hunan (辰阳水驿);110.182648;28.018482;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121283","names":["CHENYANGSHUIYI Hunan (辰阳水驿)"]}];;Y;MDYZK;SHANTANG
courier;cou_6;ZHANYI Yunnan (沾益);http://linkedplaces.org/places/cou_6;ZHANYI Yunnan (沾益);103.822113;25.609928;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1570","names":["ZHANYI Yunnan (沾益)"]}];;B;PA_1903;
courier;cou_60;TONGGUAN Shaanxi (潼关驿);http://linkedplaces.org/places/cou_60;TONGGUAN Shaanxi (潼关驿);110.273651;34.598808;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70349","names":["TONGGUAN Shaanxi (潼关驿)"]}];;Y;MDYZK;
courier;cou_61;DONGJIANG Guangxi (东江驿);http://linkedplaces.org/places/cou_61;DONGJIANG Guangxi (东江驿);110.286263;25.28006;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_35443","names":["DONGJIANG Guangxi (东江驿)"]}];;Y;MDYZK;Guilin fu
courier;cou_62;DALONG Guangxi (大龙驿);http://linkedplaces.org/places/cou_62;DALONG Guangxi (大龙驿);110.38369;25.463203;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_122297","names":["DALONG Guangxi (大龙驿)"]}];;Y;MDYZK;
courier;cou_63;YIRONGYI Hunan (怡容驿);http://linkedplaces.org/places/cou_63;YIRONGYI Hunan (怡容驿);110.396965;28.458191;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_121281","names":["YIRONGYI Hunan (怡容驿)"]}];;Y;MDYZK;CHENZHOUFU
courier;cou_64;FANQIAOYI Shanxi (樊桥驿);http://linkedplaces.org/places/cou_64;FANQIAOYI Shanxi (樊桥驿);110.596001;35.056;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_145449","names":["FANQIAOYI Shanxi (樊桥驿)"]}];;Y;MDYZK;Should be at Fanqiao Tun
courier;cou_65;BAIYUNYI Guangxi (白云驿);http://linkedplaces.org/places/cou_65;BAIYUNYI Guangxi (白云驿);110.665871;25.613132;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_122296","names":["BAIYUNYI Guangxi (白云驿)"]}];;N;MDYZK;
courier;cou_7;LANQUANYI Gansu (兰泉驿);http://linkedplaces.org/places/cou_7;LANQUANYI Gansu (兰泉驿);103.847137;36.047031;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70091","names":["LANQUANYI Gansu (兰泉驿)"]}];;Y;MDYZK;Lanzhou f
courier;cou_8;JINGUANYI Sichuan (锦官驿);http://linkedplaces.org/places/cou_8;JINGUANYI Sichuan (锦官驿);104.077995;30.650385;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_44394","names":["JINGUANYI Sichuan (锦官驿)"]}];;N;MDYZK;JINGUAN
courier;cou_9;QINGSHUI Gansu (清水驿);http://linkedplaces.org/places/cou_9;QINGSHUI Gansu (清水驿);104.107872;35.846821;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_70099","names":["QINGSHUI Gansu (清水驿)"]}];;Y;MDYZK;
courier;cou_529;MIYUN Beijing (密云驿);http://linkedplaces.org/places/cou_529;MIYUN Beijing (密云驿);116.840462;40.371483;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_100","names":["MIYUN Beijing (密云驿)"]}];;Y;MDYZK;
courier;cou_184;TAIPING Shandong (太平驿);http://linkedplaces.org/places/cou_184;TAIPING Shandong (太平驿);116.275787;37.151123;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1003","names":["TAIPING Shandong (太平驿)"]}];;Y;MDYZK;
courier;cou_646;HUANGXIAN Shandong (黄县);http://linkedplaces.org/places/cou_646;HUANGXIAN Shandong (黄县);120.520739;37.646674;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1016","names":["HUANGXIAN Shandong (黄县)"]}];;Y;MDYZK;
courier;cou_649;WUNINGYI Shandong (五宁驿);http://linkedplaces.org/places/cou_649;WUNINGYI Shandong (五宁驿);116.768082;36.250946;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1029","names":["WUNINGYI Shandong (五宁驿)"]}];;Y;MDYZK;
courier;cou_193;LUHE Beijing (潞河驿);http://linkedplaces.org/places/cou_193;LUHE Beijing (潞河驿);116.658806;39.905922;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_103","names":["LUHE Beijing (潞河驿)"]}];;Y;MDYZK;
courier;cou_641;WEIXIAN Shandong (潍县);http://linkedplaces.org/places/cou_641;WEIXIAN Shandong (潍县);119.106499;36.702705;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1040","names":["WEIXIAN Shandong (潍县)"]}];;Y;MDYZK;
courier;cou_642;CHANGYI Shandong (昌邑);http://linkedplaces.org/places/cou_642;CHANGYI Shandong (昌邑);119.399979;36.855667;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1041","names":["CHANGYI Shandong (昌邑)"]}];;Y;MDYZK;
courier;cou_199;ZHU Shandong (邾城驿);http://linkedplaces.org/places/cou_199;ZHU Shandong (邾城驿);116.968437;35.40382;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1055","names":["ZHU Shandong (邾城驿)"]}];;Y;MDYZK;see Zou Xian
courier;cou_650;QINGCHUANCUNYI Shandong (清川村驿);http://linkedplaces.org/places/cou_650;QINGCHUANCUNYI Shandong (清川村驿);116.790016;35.764397;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1058","names":["QINGCHUANCUNYI Shandong (清川村驿)"]}];;Y;MDYZK;
courier;cou_610;YONGNINGYI Shanxi (永宁驿);http://linkedplaces.org/places/cou_610;YONGNINGYI Shanxi (永宁驿);111.571893;38.701987;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1074","names":["YONGNINGYI Shanxi (永宁驿)"]}];;Y;MDYZK;
courier;cou_607;PIANTOUGUANSUO Shanxi (偏头关所);http://linkedplaces.org/places/cou_607;PIANTOUGUANSUO Shanxi (偏头关所);111.497002;39.442001;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1083","names":["PIANTOUGUANSUO Shanxi (偏头关所)"]}];;N;MDYZK;
courier;cou_621;SHANGYINYI Shanxi (山阴驿);http://linkedplaces.org/places/cou_621;SHANGYINYI Shanxi (山阴驿);112.942734;39.440437;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1087","names":["SHANGYINYI Shanxi (山阴驿)"]}];;Y;MDYZK;
courier;cou_605;CHENGDONGYI Shanxi (城东驿);http://linkedplaces.org/places/cou_605;CHENGDONGYI Shanxi (城东驿);112.421997;39.307999;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1089","names":["CHENGDONGYI Shanxi (城东驿)"]}];;Y;MDYZK;
courier;cou_617;HUNYUAN Shanxi (浑源州);http://linkedplaces.org/places/cou_617;HUNYUAN Shanxi (浑源州);113.684898;39.696335;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1090","names":["HUNYUAN Shanxi (浑源州)"]}];;Y;MDYZK;
courier;cou_619;XI’ANYI Shanxi (西安驿);http://linkedplaces.org/places/cou_619;XI’ANYI Shanxi (西安驿);113.102997;39.82;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1091","names":["XI’ANYI Shanxi (西安驿)"]}];;N;MDYZK;
courier;cou_620;ANYINZIYI Shanxi (安银子驿);http://linkedplaces.org/places/cou_620;ANYINZIYI Shanxi (安银子驿);113.18365;39.559093;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1092","names":["ANYINZIYI Shanxi (安银子驿)"]}];;N;MDYZK;
courier;cou_615;GUANGLING Shanxi (广灵);http://linkedplaces.org/places/cou_615;GUANGLING Shanxi (广灵);114.276054;39.763554;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1094","names":["GUANGLING Shanxi (广灵)"]}];;Y;MDYZK;
courier;cou_611;LANXIAN Shanxi (岚县);http://linkedplaces.org/places/cou_611;LANXIAN Shanxi (岚县);111.693001;38.390999;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1097","names":["LANXIAN Shanxi (岚县)"]}];;Y;MDYZK;
courier;cou_612;NAONIYI Shanxi (闹埿驿);http://linkedplaces.org/places/cou_612;NAONIYI Shanxi (闹埿驿);111.940109;38.357658;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1098","names":["NAONIYI Shanxi (闹埿驿)"]}];;Y;MDYZK;
courier;cou_453;NINGFANWEI Sichuan (宁番卫);http://linkedplaces.org/places/cou_453;NINGFANWEI Sichuan (宁番卫);102.165703;28.550951;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_11285","names":["NINGFANWEI Sichuan (宁番卫)"]}];;Y;MDYZK;
courier;cou_202;SANHE Hebei (三河驿);http://linkedplaces.org/places/cou_202;SANHE Hebei (三河驿);117.076118;39.982788;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_114","names":["SANHE Hebei (三河驿)"]}];;Y;MDYZK;
courier;cou_635;GAOPING Shanxi (高平);http://linkedplaces.org/places/cou_635;GAOPING Shanxi (高平);112.919586;35.792057;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1157","names":["GAOPING Shanxi (高平)"]}];;Y;MDYZK;
courier;cou_203;TENGYANG Shandong (滕阳驿);http://linkedplaces.org/places/cou_203;TENGYANG Shandong (滕阳驿);117.158165;35.08609;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_115871","names":["TENGYANG Shandong (滕阳驿)"]}];;Y;MDYZK;see Teng Zhou
courier;cou_115;GUANCHENGYI Henan (管城驿);http://linkedplaces.org/places/cou_115;GUANCHENGYI Henan (管城驿);113.641312;34.758076;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_116189","names":["GUANCHENGYI Henan (管城驿)"]}];;N;MDYZK;
courier;cou_1008;NINGYUANWEI Liaoning (宁远卫);http://linkedplaces.org/places/cou_1008;NINGYUANWEI Liaoning (宁远卫);120.703438;40.619228;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1167","names":["NINGYUANWEI Liaoning (宁远卫)"]}];;Y;MDYZK;
courier;cou_992;YIZHOUYI Liaoning (义州驿);http://linkedplaces.org/places/cou_992;YIZHOUYI Liaoning (义州驿);121.243027;41.539394;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1168","names":["YIZHOUYI Liaoning (义州驿)"]}];;Y;MDYZK;
courier;cou_990;BANQIAOYI Liaoning (板桥驿);http://linkedplaces.org/places/cou_990;BANQIAOYI Liaoning (板桥驿);121.786598;41.595165;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1169","names":["BANQIAOYI Liaoning (板桥驿)"]}];;Y;MDYZK;
courier;cou_722;HUAI'ANYI Gansu (怀安驿);http://linkedplaces.org/places/cou_722;HUAI'ANYI Gansu (怀安驿);102.447502;38.071388;;;Y;MDYZK;
courier;cou_970;FUZHOUYI Liaoning (复州驿);http://linkedplaces.org/places/cou_970;FUZHOUYI Liaoning (复州驿);121.711601;39.733738;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1171","names":["FUZHOUYI Liaoning (复州驿)"]}];;Y;MDYZK;
courier;cou_983;ANLEZHOUYI Liaoning (安乐州);http://linkedplaces.org/places/cou_983;ANLEZHOUYI Liaoning (安乐州);124.076736;42.604393;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1175","names":["ANLEZHOUYI Liaoning (安乐州)"]}];;Y;MDYZK;
courier;cou_973;GAIZHOUYI Liaoning (盖州驿);http://linkedplaces.org/places/cou_973;GAIZHOUYI Liaoning (盖州驿);122.359466;40.397961;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1177","names":["GAIZHOUYI Liaoning (盖州驿)"]}];;Y;MDYZK;
courier;cou_985;NIUZHUANGYI Liaoning (牛庄驿);http://linkedplaces.org/places/cou_985;NIUZHUANGYI Liaoning (牛庄驿);122.523674;40.945534;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1178","names":["NIUZHUANGYI Liaoning (牛庄驿)"]}];;Y;MDYZK;
