collection;place_id;toponym;gazetteer_uri;gazetteer_label;lng;lat;exact_matches;close_matches;status;source;comment
courier;cou_446;CHANGNING Sichuan (长宁);http://linkedplaces.org/places/cou_446;CHANGNING Sichuan (长宁);104.889175;28.379269;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1289","names":["CHANGNING Sichuan (长宁)"]}];;Y;MDYZK;
courier;cou_680;FENGLEHEYI Hubei (丰乐河驿);http://linkedplaces.org/places/cou_680;FENGLEHEYI Hubei (丰乐河驿);112.481163;31.464464;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_128903","names":["FENGLEHEYI Hubei (丰乐河驿)"]}];;Y;MDYZK;
courier;cou_436;NANXI Sichuan (南溪);http://linkedplaces.org/places/cou_436;NANXI Sichuan (南溪);104.972015;28.847984;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1291","names":["NANXI Sichuan (南溪)"]}];;Y;MDYZK;
courier;cou_357;JINGGANG Hunan (靖港);http://linkedplaces.org/places/cou_357;JINGGANG Hunan (靖港);112.781631;28.462364;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_129178","names":["JINGGANG Hunan (靖港)"]}];;N;PA_1903;
courier;cou_696;LUKOUYI Hunan (渌口驿);http://linkedplaces.org/places/cou_696;LUKOUYI Hunan (渌口驿);113.147522;27.710634;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_129310","names":["LUKOUYI Hunan (渌口驿)"]}];;Y;MDYZK;
courier;cou_842;NIXIYI Sichuan (泥溪驿);http://linkedplaces.org/places/cou_842;NIXIYI Sichuan (泥溪驿);104.161314;28.656731;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1294","names":["NIXIYI Sichuan (泥溪驿)"]}];;Y;MDYZK;
courier;cou_447;DUNINGYI Sichuan (都宁驿);http://linkedplaces.org/places/cou_447;DUNINGYI Sichuan (都宁驿);104.797791;28.381191;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1295","names":["DUNINGYI Sichuan (都宁驿)"]}];;N;MDYZK;
courier;cou_448;XINGWEN Sichuan (兴文);http://linkedplaces.org/places/cou_448;XINGWEN Sichuan (兴文);105.086327;28.340626;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1297","names":["XINGWEN Sichuan (兴文)"]}];;B;PA_1903;
courier;cou_443;HEJIANG Sichuan (合江);http://linkedplaces.org/places/cou_443;HEJIANG Sichuan (合江);105.826729;28.812002;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1298","names":["HEJIANG Sichuan (合江)"]}];;Y;MDYZK;
courier;cou_698;SANWUYI Hunan (三吾驿);http://linkedplaces.org/places/cou_698;SANWUYI Hunan (三吾驿);111.584228;26.443543;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_129957","names":["SANWUYI Hunan (三吾驿)"]}];;Y;MDYZK;
courier;cou_444;NAXI Sichuan (纳溪驿);http://linkedplaces.org/places/cou_444;NAXI Sichuan (纳溪驿);105.381729;28.782063;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1300","names":["NAXI Sichuan (纳溪驿)"]}];;Y;MDYZK;
courier;cou_662;TAOCHONGYI Anhui (陶冲驿);http://linkedplaces.org/places/cou_662;TAOCHONGYI Anhui (陶冲驿);116.790157;30.922533;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_130215","names":["TAOCHONGYI Anhui (陶冲驿)"]}];;Y;MDYZK;
courier;cou_176;FENGXIANGYI Anhui (枫香驿);http://linkedplaces.org/places/cou_176;FENGXIANGYI Anhui (枫香驿);116.216667;30.366667;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_130239","names":["FENGXIANGYI Anhui (枫香驿)"]}];;Y;MDYZK;
courier;cou_661;MEIXINYI Anhui (梅心驿);http://linkedplaces.org/places/cou_661;MEIXINYI Anhui (梅心驿);117.02015;31.340373;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_130301","names":["MEIXINYI Anhui (梅心驿)"]}];;Y;MDYZK;
courier;cou_658;SANGOUYI Anhui (三沟驿);http://linkedplaces.org/places/cou_658;SANGOUYI Anhui (三沟驿);116.975045;31.502898;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_130312","names":["SANGOUYI Anhui (三沟驿)"]}];;Y;MDYZK;
courier;cou_207;WANGZHUAN Anhui (王庄驿);http://linkedplaces.org/places/cou_207;WANGZHUAN Anhui (王庄驿);117.462586;33.105972;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_130344","names":["WANGZHUAN Anhui (王庄驿)"]}];;Y;MDYZK;
courier;cou_209;HONGXIN Anhui (红心驿);http://linkedplaces.org/places/cou_209;HONGXIN Anhui (红心驿);117.640221;32.901634;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_130359","names":["HONGXIN Anhui (红心驿)"]}];;Y;MDYZK;see Linhuaizhen
courier;cou_449;HUILI Sichuan (会理);http://linkedplaces.org/places/cou_449;HUILI Sichuan (会理);102.233864;26.661867;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1304","names":["HUILI Sichuan (会理)"]}];;N;PA_1903;
courier;cou_657;ZHANGQIAOYI Anhui (张桥驿);http://linkedplaces.org/places/cou_657;ZHANGQIAOYI Anhui (张桥驿);117.619057;32.329155;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_130411","names":["ZHANGQIAOYI Anhui (张桥驿)"]}];;Y;MDYZK;
courier;cou_212;CHIHE Anhui (池河驿);http://linkedplaces.org/places/cou_212;CHIHE Anhui (池河驿);117.948669;32.518986;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_130419","names":["CHIHE Anhui (池河驿)"]}];;Y;MDYZK;
courier;cou_208;GUZHENYI Anhui (固镇驿);http://linkedplaces.org/places/cou_208;GUZHENYI Anhui (固镇驿);117.311707;33.314575;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_130516","names":["GUZHENYI Anhui (固镇驿)"]}];;Y;MDYZK;
courier;cou_469;WENJIANG Sichuan (温江);http://linkedplaces.org/places/cou_469;WENJIANG Sichuan (温江);103.830605;30.702269;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1307","names":["WENJIANG Sichuan (温江)"]}];;B;PA_1903;
courier;cou_482;JIANZHOU Sichuan (简州);http://linkedplaces.org/places/cou_482;JIANZHOU Sichuan (简州);104.550407;30.390272;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1309","names":["JIANZHOU Sichuan (简州)"]}];;Y;MDYZK;
courier;cou_659;PAIHEYI Anhui (派河驿);http://linkedplaces.org/places/cou_659;PAIHEYI Anhui (派河驿);117.157761;31.716938;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_130980","names":["PAIHEYI Anhui (派河驿)"]}];;Y;MDYZK;
courier;cou_505;JINZHOU Hebei (晋州);http://linkedplaces.org/places/cou_505;JINZHOU Hebei (晋州);115.035423;38.032494;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_131","names":["JINZHOU Hebei (晋州)"]}];;B;PA_1903;
courier;cou_986;XININGBAO Liaoning (西宁堡);http://linkedplaces.org/places/cou_986;XININGBAO Liaoning (西宁堡);122.364069;41.027829;;;Y;MDYZK;
courier;cou_359;YUNXI Hunan (云谿驿);http://linkedplaces.org/places/cou_359;YUNXI Hunan (云谿驿);113.263153;29.473049;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_131059","names":["YUNXI Hunan (云谿驿)"]}];;Y;MDYZK;
courier;cou_700;XINDIANYI Hunan (新店驿);http://linkedplaces.org/places/cou_700;XINDIANYI Hunan (新店驿);111.117941;28.637055;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_131091","names":["XINDIANYI Hunan (新店驿)"]}];;Y;MDYZK;
courier;cou_699;ZHENGJIAYI Hunan (郑家驿);http://linkedplaces.org/places/cou_699;ZHENGJIAYI Hunan (郑家驿);111.339485;28.706287;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_131094","names":["ZHENGJIAYI Hunan (郑家驿)"]}];;Y;MDYZK;
courier;cou_465;QINGSHEN Sichuan (青神);http://linkedplaces.org/places/cou_465;QINGSHEN Sichuan (青神);103.845108;29.837276;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_1311","names":["QINGSHEN Sichuan (青神)"]}];;Y;MDYZK;
courier;cou_963;SHANTANGYI Hunan (山塘驿);http://linkedplaces.org/places/cou_963;SHANTANGYI Hunan (山塘驿);110.214518;27.88932;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_131165","names":["SHANTANGYI Hunan (山塘驿)"]}];;Y;MDYZK;
courier;cou_705;NANPINGYI Hunan (南平驿);http://linkedplaces.org/places/cou_705;NANPINGYI Hunan (南平驿);112.056684;29.393055;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_131566","names":["NANPINGYI Hunan (南平驿)"]}];;Y;MDYZK;
courier;cou_697;PAISHANYI Hunan (排山驿);http://linkedplaces.org/places/cou_697;PAISHANYI Hunan (排山驿);112.227511;26.792783;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_131707","names":["PAISHANYI Hunan (排山驿)"]}];;Y;MDYZK;
courier;cou_811;JINNIUYI Shaanxi (金牛驿);http://linkedplaces.org/places/cou_811;JINNIUYI Shaanxi (金牛驿);106.38165;33.074981;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_132142","names":["JINNIUYI Shaanxi (金牛驿)"]}];;Y;MDYZK;
courier;cou_765;ZHENQIANGBAO Shaanxi (镇羌所);http://linkedplaces.org/places/cou_765;ZHENQIANGBAO Shaanxi (镇羌所);110.717293;39.070564;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_133022","names":["ZHENQIANGBAO Shaanxi (镇羌所)"]}];;Y;MDYZK;
courier;cou_763;GAOJIABAO Shaanxi (高家堡);http://linkedplaces.org/places/cou_763;GAOJIABAO Shaanxi (高家堡);110.294067;38.554996;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_133024","names":["GAOJIABAO Shaanxi (高家堡)"]}];;Y;MDYZK;
courier;cou_764;BAILINBAO Shaanxi (柏林堡);http://linkedplaces.org/places/cou_764;BAILINBAO Shaanxi (柏林堡);110.325404;38.738793;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_133025","names":["BAILINBAO Shaanxi (柏林堡)"]}];;Y;MDYZK;
courier;cou_793;DONGHEQIAOYI Shaanxi (东河桥驿);http://linkedplaces.org/places/cou_793;DONGHEQIAOYI Shaanxi (东河桥驿);106.946062;34.234486;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_133144","names":["DONGHEQIAOYI Shaanxi (东河桥驿)"]}];;Y;MDYZK;
courier;cou_794;SONGLINYI Shaanxi (松林驿);http://linkedplaces.org/places/cou_794;SONGLINYI Shaanxi (松林驿);106.512787;33.918312;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_133215","names":["SONGLINYI Shaanxi (松林驿)"]}];;Y;MDYZK;
courier;cou_760;YUHEYI Shaanxi (鱼河驿);http://linkedplaces.org/places/cou_760;YUHEYI Shaanxi (鱼河驿);109.848999;37.988621;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_133297","names":["YUHEYI Shaanxi (鱼河驿)"]}];;Y;MDYZK;
courier;cou_504;DONGTING Hebei (东亭);http://linkedplaces.org/places/cou_504;DONGTING Hebei (东亭);115.125023;38.47488;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_133393","names":["DONGTING Hebei (东亭)"]}];;N;PA_1903;
courier;cou_499;SANSHILIPU Hebei (三十里铺);http://linkedplaces.org/places/cou_499;SANSHILIPU Hebei (三十里铺);116.071208;38.56557;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_133508","names":["SANSHILIPU Hebei (三十里铺)"]}];;N;PA_1903;
courier;cou_506;JIANQIAOZHEN Hebei (建桥镇);http://linkedplaces.org/places/cou_506;JIANQIAOZHEN Hebei (建桥镇);116.272868;37.948888;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_133523","names":["JIANQIAOZHEN Hebei (建桥镇)"]}];;N;PA_1903;
courier;cou_500;SHIMENQIAO Hebei (石门桥);http://linkedplaces.org/places/cou_500;SHIMENQIAO Hebei (石门桥);116.051177;38.635622;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_133550","names":["SHIMENQIAO Hebei (石门桥)"]}];;N;PA_1903;
courier;cou_516;LONGWANGMIAO Hebei (龙王庙);http://linkedplaces.org/places/cou_516;LONGWANGMIAO Hebei (龙王庙);115.221046;36.221699;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_134226","names":["LONGWANGMIAO Hebei (龙王庙)"]}];;N;PA_1903;
courier;cou_502;XINGYANG Hebei (陉阳驿);http://linkedplaces.org/places/cou_502;XINGYANG Hebei (陉阳驿);115.244057;38.780209;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_134753","names":["XINGYANG Hebei (陉阳驿)"]}];;N;MDYZK;
courier;cou_501;BAIGOUYI Hebei (白沟驿);http://linkedplaces.org/places/cou_501;BAIGOUYI Hebei (白沟驿);115.550667;38.950523;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_134786","names":["BAIGOUYI Hebei (白沟驿)"]}];;N;MDYZK;
courier;cou_496;GAOBEIDIAN Hebei (高碑店);http://linkedplaces.org/places/cou_496;GAOBEIDIAN Hebei (高碑店);115.858864;39.32576;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_134830","names":["GAOBEIDIAN Hebei (高碑店)"]}];;P;PA_1903;
courier;cou_1010;BANBIDIAN Hebei (半壁店);http://linkedplaces.org/places/cou_1010;BANBIDIAN Hebei (半壁店);114.688774;39.354015;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_134830","names":["BANBIDIAN Hebei (半壁店)"]}];;L;PA_1903;dist from Gaobeidian
courier;cou_495;LIANGGEZHUANG Hebei (梁各庄);http://linkedplaces.org/places/cou_495;LIANGGEZHUANG Hebei (梁各庄);115.400124;39.383537;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_135230","names":["LIANGGEZHUANG Hebei (梁各庄)"]}];;N;PA_1903;
courier;cou_550;XIHEYING Hebei (西河营);http://linkedplaces.org/places/cou_550;XIHEYING Hebei (西河营);114.760765;39.961494;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_135496","names":["XIHEYING Hebei (西河营)"]}];;N;PA_1903;
courier;cou_553;JIJIAZHUANG Hebei (吉家庄);http://linkedplaces.org/places/cou_553;JIJIAZHUANG Hebei (吉家庄);114.851044;40.018093;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_135497","names":["JIJIAZHUANG Hebei (吉家庄)"]}];;N;PA_1903;
courier;cou_732;SUZHOUWEI Gansu (肃州卫);http://linkedplaces.org/places/cou_732;SUZHOUWEI Gansu (肃州卫);98.511358;39.754409;;;N;MDYZK;
courier;cou_552;TAOHUABAO Hebei (桃花堡);http://linkedplaces.org/places/cou_552;TAOHUABAO Hebei (桃花堡);114.989136;40.06205;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_135498","names":["TAOHUABAO Hebei (桃花堡)"]}];;N;PA_1903;
courier;cou_231;LUFENGKOU Hebei (芦峰口驿);http://linkedplaces.org/places/cou_231;LUFENGKOU Hebei (芦峰口驿);119.158263;39.882235;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_135726","names":["LUFENGKOU Hebei (芦峰口驿)"]}];;N;MDYZK;
courier;cou_574;ZHANGJIAWAN Beijing (张家湾);http://linkedplaces.org/places/cou_574;ZHANGJIAWAN Beijing (张家湾);116.698002;39.846869;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_136421","names":["ZHANGJIAWAN Beijing (张家湾)"]}];;Y;MDYZK;
courier;cou_573;HEHEYI Beijing (和合驿);http://linkedplaces.org/places/cou_573;HEHEYI Beijing (和合驿);116.871553;39.769569;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_136426","names":["HEHEYI Beijing (和合驿)"]}];;Y;MDYZK;
courier;cou_575;HEXIYI Tianjin (河西驿);http://linkedplaces.org/places/cou_575;HEXIYI Tianjin (河西驿);116.953323;39.621647;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_136599","names":["HEXIYI Tianjin (河西驿)"]}];;Y;MDYZK;
courier;cou_577;YANGCUNYI Tianjin (杨村驿);http://linkedplaces.org/places/cou_577;YANGCUNYI Tianjin (杨村驿);117.063126;39.378593;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_136610","names":["YANGCUNYI Tianjin (杨村驿)"]}];;Y;MDYZK;
courier;cou_222;HUANGTIAN Fujian (黄田驿);http://linkedplaces.org/places/cou_222;HUANGTIAN Fujian (黄田驿);118.675102;26.428909;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_136970","names":["HUANGTIAN Fujian (黄田驿)"]}];;Y;MDYZK;see Eyangtang
courier;cou_889;DATIANYI Fujian (大田驿);http://linkedplaces.org/places/cou_889;DATIANYI Fujian (大田驿);119.335979;25.876643;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_137014","names":["DATIANYI Fujian (大田驿)"]}];;Y;MDYZK;
courier;cou_912;XINGTIANYI Fujian (兴田驿);http://linkedplaces.org/places/cou_912;XINGTIANYI Fujian (兴田驿);118.066269;27.503511;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_137210","names":["XINGTIANYI Fujian (兴田驿)"]}];;Y;MDYZK;
courier;cou_908;SHIZHONGYI Fujian (适中驿);http://linkedplaces.org/places/cou_908;SHIZHONGYI Fujian (适中驿);117.115129;24.881441;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_137398","names":["SHIZHONGYI Fujian (适中驿)"]}];;Y;MDYZK;
courier;cou_900;JIANGDONGYI Fujian (江东驿);http://linkedplaces.org/places/cou_900;JIANGDONGYI Fujian (江东驿);117.899892;24.52445;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_137523","names":["JIANGDONGYI Fujian (江东驿)"]}];;Y;MDYZK;
courier;cou_899;SHENQINGYI Fujian (深青驿);http://linkedplaces.org/places/cou_899;SHENQINGYI Fujian (深青驿);117.963955;24.593819;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_137530","names":["SHENQINGYI Fujian (深青驿)"]}];;Y;MDYZK;
courier;cou_880;SHANGUANYI Fujian (杉关驿);http://linkedplaces.org/places/cou_880;SHANGUANYI Fujian (杉关驿);117.118839;27.683653;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_137550","names":["SHANGUANYI Fujian (杉关驿)"]}];;N;MDYZK;
courier;cou_897;KANGDIANYI Fujian (康店驿);http://linkedplaces.org/places/cou_897;KANGDIANYI Fujian (康店驿);118.41775;24.746709;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_137661","names":["KANGDIANYI Fujian (康店驿)"]}];;Y;MDYZK;
courier;cou_907;PINGNANYI Fujian (平南驿);http://linkedplaces.org/places/cou_907;PINGNANYI Fujian (平南驿);117.29586;24.778765;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_138395","names":["PINGNANYI Fujian (平南驿)"]}];;Y;MDYZK;
courier;cou_902;GANTANGYI Fujian (甘棠驿);http://linkedplaces.org/places/cou_902;GANTANGYI Fujian (甘棠驿);117.674274;24.268709;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_138430","names":["GANTANGYI Fujian (甘棠驿)"]}];;N;MDYZK;
courier;cou_243;WUSHAN Zhejiang (吴山驿);http://linkedplaces.org/places/cou_243;WUSHAN Zhejiang (吴山驿);120.297333;30.431538;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_138709","names":["WUSHAN Zhejiang (吴山驿)"]}];;Y;MDYZK;Hangzhouqu see Linpingzhen
courier;cou_930;LINGDIANYI Zhejiang (岭店驿);http://linkedplaces.org/places/cou_930;LINGDIANYI Zhejiang (岭店驿);121.250862;28.544275;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_139992","names":["LINGDIANYI Zhejiang (岭店驿)"]}];;Y;MDYZK;
courier;cou_935;BAIQIAOYI Zhejiang (白峤驿);http://linkedplaces.org/places/cou_935;BAIQIAOYI Zhejiang (白峤驿);121.324592;29.200448;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_140070","names":["BAIQIAOYI Zhejiang (白峤驿)"]}];;N;MDYZK;
courier;cou_933;ZHUJIA'AOYI Zhejiang (朱家奥驿);http://linkedplaces.org/places/cou_933;ZHUJIA'AOYI Zhejiang (朱家奥驿);121.277054;29.064903;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_140078","names":["ZHUJIA'AOYI Zhejiang (朱家奥驿)"]}];;Y;MDYZK;
courier;cou_877;WUYANGYI Jiangxi (武阳驿);http://linkedplaces.org/places/cou_877;WUYANGYI Jiangxi (武阳驿);116.003492;28.526974;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_140394","names":["WUYANGYI Jiangxi (武阳驿)"]}];;Y;MDYZK;
courier;cou_872;XIUJIANGYI Jiangxi (秀江驿);http://linkedplaces.org/places/cou_872;XIUJIANGYI Jiangxi (秀江驿);114.431778;27.841372;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_140904","names":["XIUJIANGYI Jiangxi (秀江驿)"]}];;N;MDYZK;
courier;cou_869;ANRENYI Jiangxi (安仁驿);http://linkedplaces.org/places/cou_869;ANRENYI Jiangxi (安仁驿);114.818693;27.746656;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_141139","names":["ANRENYI Jiangxi (安仁驿)"]}];;Y;MDYZK;
courier;cou_873;BAISHAYI Jiangxi (白沙驿);http://linkedplaces.org/places/cou_873;BAISHAYI Jiangxi (白沙驿);115.093897;27.327516;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_141227","names":["BAISHAYI Jiangxi (白沙驿)"]}];;Y;MDYZK;
courier;cou_874;ZAOKOUYI Jiangxi (皂口驿);http://linkedplaces.org/places/cou_874;ZAOKOUYI Jiangxi (皂口驿);114.905912;26.322424;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_141358","names":["ZAOKOUYI Jiangxi (皂口驿)"]}];;Y;MDYZK;
courier;cou_920;CAOPINGYI Jiangxi (草平驿);http://linkedplaces.org/places/cou_920;CAOPINGYI Jiangxi (草平驿);118.344015;28.812477;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_141710","names":["CAOPINGYI Jiangxi (草平驿)"]}];;Y;MDYZK;
courier;cou_875;YOUZHENYI Jiangxi (攸镇驿);http://linkedplaces.org/places/cou_875;YOUZHENYI Jiangxi (攸镇驿);114.905495;26.129812;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_142153","names":["YOUZHENYI Jiangxi (攸镇驿)"]}];;Y;MDYZK;
courier;cou_195;YANCHENG Shandong (宴城驿);http://linkedplaces.org/places/cou_195;YANCHENG Shandong (宴城驿);116.780632;36.701077;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_142584","names":["YANCHENG Shandong (宴城驿)"]}];;Y;MDYZK;seeYanchengzhen
courier;cou_653;JIUXIANYI Shandong (旧县驿);http://linkedplaces.org/places/cou_653;JIUXIANYI Shandong (旧县驿);116.236664;36.121021;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_142748","names":["JIUXIANYI Shandong (旧县驿)"]}];;Y;MDYZK;
courier;cou_614;LINGJINGYI Shanxi (凌井驿);http://linkedplaces.org/places/cou_614;LINGJINGYI Shanxi (凌井驿);112.415596;38.139614;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_144859","names":["LINGJINGYI Shanxi (凌井驿)"]}];;Y;MDYZK;
courier;cou_91;MINGQIAN Shanxi (鸣谦驿);http://linkedplaces.org/places/cou_91;MINGQIAN Shanxi (鸣谦驿);112.6978;37.76786;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_144928","names":["MINGQIAN Shanxi (鸣谦驿)"]}];;Y;MDYZK;Should be at Mingqian Zhen
courier;cou_624;JIALINGYI Shanxi (贾令驿);http://linkedplaces.org/places/cou_624;JIALINGYI Shanxi (贾令驿);112.356949;37.415253;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_144963","names":["JIALINGYI Shanxi (贾令驿)"]}];;Y;MDYZK;
courier;cou_623;TONGGEYI Shanxi (同戈驿);http://linkedplaces.org/places/cou_623;TONGGEYI Shanxi (同戈驿);112.509769;37.595864;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_145002","names":["TONGGEYI Shanxi (同戈驿)"]}];;Y;MDYZK;
courier;cou_626;HOUSHANYI Shanxi (霍山驿);http://linkedplaces.org/places/cou_626;HOUSHANYI Shanxi (霍山驿);111.338074;35.608864;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_145239","names":["HOUSHANYI Shanxi (霍山驿)"]}];;N;MDYZK;
courier;cou_633;YUWUYI Shanxi (余吾驿);http://linkedplaces.org/places/cou_633;YUWUYI Shanxi (余吾驿);112.82692;36.378372;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_145634","names":["YUWUYI Shanxi (余吾驿)"]}];;Y;MDYZK;
courier;cou_84;HONGSHANYI Shanxi (洪善驿);http://linkedplaces.org/places/cou_84;HONGSHANYI Shanxi (洪善驿);112.216797;37.284248;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_145836","names":["HONGSHANYI Shanxi (洪善驿)"]}];;Y;MDYZK;See Hongshan Zhen
courier;cou_634;CHANGPINGYI Shanxi (长平驿);http://linkedplaces.org/places/cou_634;CHANGPINGYI Shanxi (长平驿);112.855727;35.899508;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_146161","names":["CHANGPINGYI Shanxi (长平驿)"]}];;Y;MDYZK;
courier;cou_616;WENGCHENGKOUYI Shanxi (瓮城口驿);http://linkedplaces.org/places/cou_616;WENGCHENGKOUYI Shanxi (瓮城口驿);113.501696;39.878458;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_146319","names":["WENGCHENGKOUYI Shanxi (瓮城口驿)"]}];;Y;MDYZK;
courier;cou_122;WANGJIAZHUANG Shanxi (王家庄驿);http://linkedplaces.org/places/cou_122;WANGJIAZHUANG Shanxi (王家庄驿);113.916412;39.430939;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_146373","names":["WANGJIAZHUANG Shanxi (王家庄驿)"]}];;Y;MDYZK;WANGZHUANGBAO
courier;cou_117;BAIJING Shanxi (柏井驿);http://linkedplaces.org/places/cou_117;BAIJING Shanxi (柏井驿);113.805;37.819443;[{"uri":"http://maps.cga.harvard.edu/tgaz/placename/json/hvd_147101","names":["BAIJING Shanxi (柏井驿)"]}];;Y;MDYZK;
