collection;place_id;toponym;gazetteer_uri;gazetteer_label;lng;lat;exact_matches;close_matches;variants_obj;variants
owtrad;owt_3491;Tancheng (2);http://linkedplaces.org/owtrad/places/owt_3491;Tancheng (2);118.1236;27.3333;;;[{"id" : 13414, "variant" : "Chien-yang-hsien-ch'eng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13415, "variant" : "Jianyang", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13416, "variant" : "Kienyang", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13413, "variant" : "Chien-yang-hsien (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13415, "variant" : "Jianyang", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13412, "variant" : "Chien-yang", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13416, "variant" : "Kienyang", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13413, "variant" : "Chien-yang-hsien (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13412, "variant" : "Chien-yang", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13417, "variant" : "Kienyang-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13414, "variant" : "Chien-yang-hsien-ch'eng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13418, "variant" : "Tancheng (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13418, "variant" : "Tancheng (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13417, "variant" : "Kienyang-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Chien-yang,"Chien-yang-hsien (2)",Chien-yang-hsien-ch'eng,Jianyang,Kienyang,Kienyang-hsien,"Tancheng (2)"}
owtrad;owt_2701;Asti;http://linkedplaces.org/owtrad/places/owt_2701;Asti;8.2;44.9;[{"uri":"http://api.geonames.org/getJSON?geonameId=3182714&username=kgeographer&style=full","names":["Asti"]}];;[{"id" : 10567, "variant" : "Asti", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Asti}
owtrad;owt_3494;Xincheng (4);http://linkedplaces.org/owtrad/places/owt_3494;Xincheng (4);118.7386;26.5786;;;[{"id" : 13436, "variant" : "Gutian", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13440, "variant" : "Lo-hua", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13437, "variant" : "Ku-t'ien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13439, "variant" : "Ku-t'ien-hsien-ch'eng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13437, "variant" : "Ku-t'ien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13440, "variant" : "Lo-hua", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13438, "variant" : "Ku-t'ien-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13436, "variant" : "Gutian", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13438, "variant" : "Ku-t'ien-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13439, "variant" : "Ku-t'ien-hsien-ch'eng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13441, "variant" : "Xincheng (4)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13441, "variant" : "Xincheng (4)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Gutian,Ku-t'ien,Ku-t'ien-hsien,Ku-t'ien-hsien-ch'eng,Lo-hua,"Xincheng (4)"}
owtrad;owt_350;Moravska Brana;http://linkedplaces.org/owtrad/places/owt_350;Moravska Brana;17.833332;49.583332;;;[{"id" : 1950, "variant" : "Morawska Brama", "source" : "no data", "precision" : "exact", "identity" : "exact"}, {"id" : 1948, "variant" : "Moravian Gate", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1949, "variant" : "Moravska Brana", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1947, "variant" : "Moravian Gap", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{"Moravian Gap","Moravian Gate","Moravska Brana","Morawska Brama"}
owtrad;owt_3503;Hekou (3);http://linkedplaces.org/owtrad/places/owt_3503;Hekou (3);103.4386;36.1722;;;[{"id" : 13495, "variant" : "Hekou (3)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13496, "variant" : "Ho-k'ou (3)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13496, "variant" : "Ho-k'ou (3)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13495, "variant" : "Hekou (3)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{"Hekou (3)","Ho-k'ou (3)"}
owtrad;owt_3514;Zhongba (2);http://linkedplaces.org/owtrad/places/owt_3514;Zhongba (2);104.8167;31.8167;;;[{"id" : 13557, "variant" : "Chiang-chang (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13561, "variant" : "Chzhunba", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13562, "variant" : "Jiangyou", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13560, "variant" : "Chung-pa (3)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13563, "variant" : "Zhongba (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13558, "variant" : "Chiang-yu", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13559, "variant" : "Chiang-yu-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{"Chiang-chang (2)",Chiang-yu,Chiang-yu-hsien,"Chung-pa (3)",Chzhunba,Jiangyou,"Zhongba (2)"}
owtrad;owt_3518;Shahe (2);http://linkedplaces.org/owtrad/places/owt_3518;Shahe (2);108.35;30.8167;;;[{"id" : 13587, "variant" : "Sha-ho-tzu", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13589, "variant" : "Shahezi", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13589, "variant" : "Shahezi", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13591, "variant" : "Wan-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13590, "variant" : "Wan (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13591, "variant" : "Wan-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13586, "variant" : "Sha-ho-chen (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13586, "variant" : "Sha-ho-chen (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13587, "variant" : "Sha-ho-tzu", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13588, "variant" : "Shahe (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13588, "variant" : "Shahe (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13590, "variant" : "Wan (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13592, "variant" : "Wanxian", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13592, "variant" : "Wanxian", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{"Sha-ho-chen (2)",Sha-ho-tzu,"Shahe (2)",Shahezi,"Wan (2)",Wan-hsien,Wanxian}
owtrad;owt_3525;Zhijiang (2);http://linkedplaces.org/owtrad/places/owt_3525;Zhijiang (2);111.7533;30.4214;;;[{"id" : 13629, "variant" : "Chih-chiang (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13630, "variant" : "Ma-chia-tien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13631, "variant" : "Majiadian", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13631, "variant" : "Majiadian", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13630, "variant" : "Ma-chia-tien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13632, "variant" : "Zhijiang (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13629, "variant" : "Chih-chiang (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13632, "variant" : "Zhijiang (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{"Chih-chiang (2)",Ma-chia-tien,Majiadian,"Zhijiang (2)"}
owtrad;owt_3526;Jianyang (2);http://linkedplaces.org/owtrad/places/owt_3526;Jianyang (2);104.55;30.4;;;[{"id" : 13633, "variant" : "Chien-chou", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13635, "variant" : "Chien-yang-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13637, "variant" : "Jianzhou (2)", "source" : "Elvin 1982", "precision" : "exact", "identity" : "probable"}, {"id" : 13638, "variant" : "Kienchow", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13639, "variant" : "Kienchow Nan", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13641, "variant" : "Tszyan'yan", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13637, "variant" : "Jianzhou (2)", "source" : "Elvin 1982", "precision" : "exact", "identity" : "probable"}, {"id" : 13633, "variant" : "Chien-chou", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13635, "variant" : "Chien-yang-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13638, "variant" : "Kienchow", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13636, "variant" : "Jianyang (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13636, "variant" : "Jianyang (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13634, "variant" : "Chien-yang (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13641, "variant" : "Tszyan'yan", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13639, "variant" : "Kienchow Nan", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13640, "variant" : "Kienyang-hsien (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13640, "variant" : "Kienyang-hsien (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13634, "variant" : "Chien-yang (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Chien-chou,"Chien-yang (2)",Chien-yang-hsien,"Jianyang (2)","Jianzhou (2)",Kienchow,"Kienchow Nan","Kienyang-hsien (2)",Tszyan'yan}
owtrad;owt_1492;Villadangos del Paramo;http://linkedplaces.org/owtrad/places/owt_1492;Villadangos del Paramo;-5.766667;42.516666;[{"uri":"http://api.geonames.org/getJSON?geonameId=3105681&username=kgeographer&style=full","names":["Villadangos del Páramo"]}];;[{"id" : 6373, "variant" : "Villadangos del Paramo", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{"Villadangos del Paramo"}
owtrad;owt_3530;Luzhou (2);http://linkedplaces.org/owtrad/places/owt_3530;Luzhou (2);105.4536;28.8828;;;[{"id" : 13661, "variant" : "Lu", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13662, "variant" : "Lu-chou (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13663, "variant" : "Lu-chou-shih", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13665, "variant" : "Luchow (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13663, "variant" : "Lu-chou-shih", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13662, "variant" : "Lu-chou (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13664, "variant" : "Lu-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13665, "variant" : "Luchow (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13666, "variant" : "Luzhou (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13661, "variant" : "Lu", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13664, "variant" : "Lu-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13666, "variant" : "Luzhou (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Lu,"Lu-chou (2)",Lu-chou-shih,Lu-hsien,"Luchow (2)","Luzhou (2)"}
owtrad;owt_820;Karnal;http://linkedplaces.org/owtrad/places/owt_820;Karnal;76.967;29.683;[{"uri":"http://api.geonames.org/getJSON?geonameId=1267708&username=kgeographer&style=full","names":["Karnāl"]}];;[{"id" : 3906, "variant" : "Karnal", "source" : "TGN", "precision" : "exact", "identity" : "exact"}];{Karnal}
owtrad;owt_3537;Dongxi (2);http://linkedplaces.org/owtrad/places/owt_3537;Dongxi (2);106.6611;28.7614;;;[{"id" : 13702, "variant" : "Dongxi (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13703, "variant" : "Tongzi", "source" : "Elvin 1982", "precision" : "exact", "identity" : "exact"}, {"id" : 13704, "variant" : "Tung-hsi", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13702, "variant" : "Dongxi (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13704, "variant" : "Tung-hsi", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13703, "variant" : "Tongzi", "source" : "Elvin 1982", "precision" : "exact", "identity" : "exact"}];{"Dongxi (2)",Tongzi,Tung-hsi}
owtrad;owt_1493;Vega de Valcarce;http://linkedplaces.org/owtrad/places/owt_1493;Vega de Valcarce;-6.933333;42.666668;[{"uri":"http://api.geonames.org/getJSON?geonameId=3106280&username=kgeographer&style=full","names":["Vega de Valcarce"]}];;[{"id" : 6374, "variant" : "Vega de Valcarce", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{"Vega de Valcarce"}
owtrad;owt_1494;Triacastela;http://linkedplaces.org/owtrad/places/owt_1494;Triacastela;-7.233333;42.75;[{"uri":"http://api.geonames.org/getJSON?geonameId=3107488&username=kgeographer&style=full","names":["Tríacastela"]}];;[{"id" : 6375, "variant" : "Triacastela", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Triacastela}
owtrad;owt_3551;Kunyang (2);http://linkedplaces.org/owtrad/places/owt_3551;Kunyang (2);102.5919;24.6681;;;[{"id" : 13773, "variant" : "Chiu-k'un-yang", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13777, "variant" : "Kunyang (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13774, "variant" : "Chiu-k'un-yang-hsien-ch'eng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13772, "variant" : "Chin-ning", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13776, "variant" : "K'un-yang-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13775, "variant" : "Jinning", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Chin-ning,Chiu-k'un-yang,Chiu-k'un-yang-hsien-ch'eng,Jinning,K'un-yang-hsien,"Kunyang (2)"}
owtrad;owt_3552;Jincheng (2);http://linkedplaces.org/owtrad/places/owt_3552;Jincheng (2);102.7442;24.7022;;;[{"id" : 13779, "variant" : "Chin-ning (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13780, "variant" : "Jincheng (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13778, "variant" : "Chin-ch'eng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Chin-ch'eng,"Chin-ning (2)","Jincheng (2)"}
owtrad;owt_3553;Zhongshu (2);http://linkedplaces.org/owtrad/places/owt_3553;Zhongshu (2);103.65;25.05;;;[{"id" : 13781, "variant" : "Huancheng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13782, "variant" : "Lu-liang-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13783, "variant" : "Luliang", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13784, "variant" : "Zhongshu (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Huancheng,Lu-liang-hsien,Luliang,"Zhongshu (2)"}
owtrad;owt_3558;Qixian (2);http://linkedplaces.org/owtrad/places/owt_3558;Qixian (2);114.7833;34.55;;;[{"id" : 13805, "variant" : "Ch'i (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13807, "variant" : "Kihsien (3)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13809, "variant" : "Qixian (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13806, "variant" : "Ch'i-hsien (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13808, "variant" : "Qi (2)", "source" : "Elvin 1982", "precision" : "exact", "identity" : "probable"}];{"Ch'i (2)","Ch'i-hsien (2)","Kihsien (3)","Qi (2)","Qixian (2)"}
owtrad;owt_3572;Fuzhou (4);http://linkedplaces.org/owtrad/places/owt_3572;Fuzhou (4);116.3333;28.0167;;;[{"id" : 13910, "variant" : "Fu-chou (3)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13911, "variant" : "Fu-chou-shih (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13912, "variant" : "Fu-chow-fu", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13914, "variant" : "Fuzhou (4)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13915, "variant" : "Lin-ch'uan", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13916, "variant" : "Lin-ch'uan-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13918, "variant" : "Linchwanhsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13918, "variant" : "Linchwanhsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13912, "variant" : "Fu-chow-fu", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13917, "variant" : "Linchwan", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13917, "variant" : "Linchwan", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13915, "variant" : "Lin-ch'uan", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13916, "variant" : "Lin-ch'uan-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13913, "variant" : "Fuchow (3)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13914, "variant" : "Fuzhou (4)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13911, "variant" : "Fu-chou-shih (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13910, "variant" : "Fu-chou (3)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13913, "variant" : "Fuchow (3)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{"Fu-chou (3)","Fu-chou-shih (2)",Fu-chow-fu,"Fuchow (3)","Fuzhou (4)",Lin-ch'uan,Lin-ch'uan-hsien,Linchwan,Linchwanhsien}
owtrad;owt_3580;Taichow (2);http://linkedplaces.org/owtrad/places/owt_3580;Taichow (2);121.1166667;28.85;;;[{"id" : 13953, "variant" : "Linhai", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13955, "variant" : "Taichow (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13956, "variant" : "Taichowfu", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13957, "variant" : "Taizhou", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13953, "variant" : "Linhai", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13954, "variant" : "Ta-hsi-t'ou", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13954, "variant" : "Ta-hsi-t'ou", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13957, "variant" : "Taizhou", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13956, "variant" : "Taichowfu", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 13955, "variant" : "Taichow (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Linhai,Ta-hsi-t'ou,"Taichow (2)",Taichowfu,Taizhou}
owtrad;owt_360;Truso;http://linkedplaces.org/owtrad/places/owt_360;Truso;19.539068;54.164011;;;[{"id" : 1969, "variant" : "Truso", "source" : "Humnicki and Borawska 1969a", "precision" : "approx", "identity" : "probable"}];{Truso}
owtrad;owt_604;Chuka;http://linkedplaces.org/owtrad/places/owt_604;Chuka;98.466667;29.633333;[{"uri":"http://api.geonames.org/getJSON?geonameId=1281504&username=kgeographer&style=full","names":["Chuka"]}];;[{"id" : 2792, "variant" : "Chuka", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 2793, "variant" : "Mang-k'ang (2)", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Chuka,"Mang-k'ang (2)"}
owtrad;owt_3602;Donghai (2);http://linkedplaces.org/owtrad/places/owt_3602;Donghai (2);115.6333;22.95;;;[{"id" : 14085, "variant" : "Donghai (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14086, "variant" : "Lu-feng-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14087, "variant" : "Lu-feng-hsien-ch'eng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14089, "variant" : "Lufung", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14085, "variant" : "Donghai (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14087, "variant" : "Lu-feng-hsien-ch'eng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14088, "variant" : "Lufeng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14086, "variant" : "Lu-feng-hsien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14089, "variant" : "Lufung", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14090, "variant" : "Lukfung", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14090, "variant" : "Lukfung", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14088, "variant" : "Lufeng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{"Donghai (2)",Lu-feng-hsien,Lu-feng-hsien-ch'eng,Lufeng,Lufung,Lukfung}
owtrad;owt_361;Hippone, Ruines d';http://linkedplaces.org/owtrad/places/owt_361;Hippone, Ruines d';7.733333;36.866669;;;[{"id" : 1971, "variant" : "Hippone, Ruines d'", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 1970, "variant" : "Hippo Regius", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{"Hippo Regius","Hippone, Ruines d'"}
owtrad;owt_3611;Fengcheng (2);http://linkedplaces.org/owtrad/places/owt_3611;Fengcheng (2);124.0717;40.4536;;;[{"id" : 14168, "variant" : "Feng-ch'eng-chen", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14170, "variant" : "Feng-huang-ch'eng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14172, "variant" : "Fenghuang", "source" : "Cheng 1970:11", "precision" : "exact", "identity" : "exact"}, {"id" : 14171, "variant" : "Fengcheng (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14173, "variant" : "Fenghwangcheng", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14169, "variant" : "Feng-ch'eng-hsien (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{Feng-ch'eng-chen,"Feng-ch'eng-hsien (2)",Feng-huang-ch'eng,"Fengcheng (2)",Fenghuang,Fenghwangcheng}
owtrad;owt_3618;Dawu (2);http://linkedplaces.org/owtrad/places/owt_3618;Dawu (2);114.1181;31.5569;;;[{"id" : 14223, "variant" : "Erh-lang-tien", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14225, "variant" : "Ta-wu (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14220, "variant" : "Dawu (2)", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14221, "variant" : "Dawu Xian", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14222, "variant" : "Erh-lang-fan", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}, {"id" : 14224, "variant" : "Erlangdian", "source" : "www.fallingrain.com", "precision" : "exact", "identity" : "exact"}];{"Dawu (2)","Dawu Xian",Erh-lang-fan,Erh-lang-tien,Erlangdian,"Ta-wu (2)"}
