nodeid;names;lng;lat
asia_234;[{"name" : "Khyber Pass", "id" : "tmcINm1550_052a", "country" : "PK", "detail" : "nkn", "datastatus" : "exact"}];71.166664;34.083332
asia_2341;[{"name" : "Bitlis", "id" : "tmcTRm1200a_160a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];42.1097;38.4008
asia_2343;[{"name" : "Mardin", "id" : "tmcTRm1200a_136a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];40.7428;37.3111
asia_235;[{"name" : "loc53-tmc050521", "id" : "tmcTRm1200a_097a", "country" : "TR", "detail" : "?Gulek Bogazi", "datastatus" : "exact"}];34.833332;37.283333
asia_2353;[{"name" : "Gaziantep", "id" : "tmcTRm1200a_109a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];37.3825;37.0594
asia_238;[{"name" : "Erzurum", "id" : "tmcTRm1200a_165a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "loc52-tmc050518", "id" : "tmcTRm1200b_097a", "country" : "TR", "detail" : "?Erzurum", "datastatus" : "exact"},{"name" : "Erzurum", "id" : "tmcTRm1300_129a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Erzurum", "id" : "tmcZMEm1300_014a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];41.283333;39.916668
asia_2386;[{"name" : "Hama", "id" : "tmcZMEm1300_016a", "country" : "SY", "detail" : "nkn", "datastatus" : "exact"}];36.75;35.1333
asia_2387;[{"name" : "Bushire", "id" : "tmcZMEm1300_065a", "country" : "IR", "detail" : "nkn", "datastatus" : "exact"}];50.8381;28.975
asia_2388;[{"name" : "loc68-tmc050521", "id" : "tmcTRm1200a_139a", "country" : "SY", "detail" : "?Ar Raqqah", "datastatus" : "exact"},{"name" : "loc12-tmc050518", "id" : "tmcTRm1200b_051a", "country" : "SY", "detail" : "?Ar Rakkah", "datastatus" : "exact"},{"name" : "Raqqa", "id" : "tmcZMEm1300_042a", "country" : "IQ", "detail" : "nkn", "datastatus" : "exact"}];39.0167;35.95
asia_2389;[{"name" : "Ash Shihr", "id" : "tmcZMEm1300_056a", "country" : "YE", "detail" : "nkn", "datastatus" : "exact"}];49.6069;14.7608
asia_239;[{"name" : "loc90-tmc050521", "id" : "tmcTRm1200a_181a", "country" : "TR", "detail" : "?Dogubayazit", "datastatus" : "exact"},{"name" : "Dogubayazit", "id" : "tmcTRm1200a_190a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "loc56-tmc050518", "id" : "tmcTRm1200b_104a", "country" : "TR", "detail" : "?Dogubayazit", "datastatus" : "exact"},{"name" : "loc06-tmc050418", "id" : "tmcZMEm1300_078a", "country" : "IR", "detail" : "?Dogubayazit", "datastatus" : "exact"}];44.0842;39.5469
asia_2390;[{"name" : "An Najaf", "id" : "tmcZMEm1300_045a", "country" : "IQ", "detail" : "nkn", "datastatus" : "exact"}];44.3514;31.9922
asia_2391;[{"name" : "Suez", "id" : "tmcZMEm1300_032a", "country" : "EG", "detail" : "nkn", "datastatus" : "exact"}];32.55;29.9667
asia_2392;[{"name" : "loc03-tmc050418", "id" : "tmcZMEm1300_041a", "country" : "IQ", "detail" : "?Hawijat Arban", "datastatus" : "exact"}];42.3667;34.0833
asia_2393;[{"name" : "loc05-tmc050418", "id" : "tmcZMEm1300_073a", "country" : "IR", "detail" : "?Takestan", "datastatus" : "exact"}];49.6989;36.0625
asia_2394;[{"name" : "Riyadh", "id" : "tmcZMEm1300_050a", "country" : "SA", "detail" : "nkn", "datastatus" : "exact"}];46.7728;24.6408
asia_2395;[{"name" : "loc02-tmc050418", "id" : "tmcZMEm1300_022a", "country" : "SA", "detail" : "?Rabigh", "datastatus" : "exact"}];39.0322;22.7986
asia_2397;[{"name" : "loc04-tmc050418", "id" : "tmcZMEm1300_048a", "country" : "SA", "detail" : "?Unayzah", "datastatus" : "exact"}];43.9797;26.0956
asia_2398;[{"name" : "Muscat", "id" : "tmcZMEm1300_050a", "country" : "OM", "detail" : "nkn", "datastatus" : "exact"}];58.5933;23.6133
asia_240;[{"name" : "Tebriz", "id" : "tmcTRm1200a_159a", "country" : "IR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Tabriz", "id" : "tmcTRm1200b_055a", "country" : "IR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Tabriz", "id" : "tmcTRm1300_090a", "country" : "IR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Tabriz", "id" : "tmcZMEm1300_076a", "country" : "IR", "detail" : "nkn", "datastatus" : "exact"}];46.291943;38.080002
asia_2402;[{"name" : "Birjand", "id" : "tmcZMEm1300_106a", "country" : "IR", "detail" : "nkn", "datastatus" : "exact"}];59.2144;32.8739
asia_2403;[{"name" : "Neyriz", "id" : "tmcZMEm1300_109a", "country" : "IR", "detail" : "nkn", "datastatus" : "exact"}];54.3264;29.1986
asia_2404;[{"name" : "Nayin", "id" : "tmcZMEm1300_103a", "country" : "IR", "detail" : "nkn", "datastatus" : "exact"}];53.0906;32.8619
asia_2405;[{"name" : "Jask", "id" : "tmcZMEm1300_111a", "country" : "IR", "detail" : "nkn", "datastatus" : "exact"}];57.7722;25.6422
asia_2406;[{"name" : "Tabas", "id" : "tmcZMEm1300_102a", "country" : "IR", "detail" : "nkn", "datastatus" : "exact"}];56.9225;33.5883
asia_2407;[{"name" : "Karachi", "id" : "tmcZMEm1300_085a", "country" : "IR", "detail" : "nkn", "datastatus" : "exact"}];67.05;24.8667
asia_2408;[{"name" : "Bombay", "id" : "tmcZMEm1300_089a", "country" : "IN", "detail" : "nkn", "datastatus" : "exact"}];72.8258;18.975
asia_2409;[{"name" : "Cochin", "id" : "tmcZMEm1300_058a", "country" : "IN", "detail" : "nkn", "datastatus" : "exact"}];76.2333;9.9667
asia_241;[{"name" : "Caffa", "id" : "tmcTRm1300_163a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];35.383331;45.033333
asia_2410;[{"name" : "Cuttack", "id" : "tmcZMEm1300_097a", "country" : "IN", "detail" : "nkn", "datastatus" : "exact"}];85.8333;20.5
asia_2411;[{"name" : "Mangalore", "id" : "tmcZMEm1300_095a", "country" : "IN", "detail" : "nkn", "datastatus" : "exact"}];74.8833;12.8667
asia_2412;[{"name" : "Madras", "id" : "tmcZMEm1300_093a", "country" : "IN", "detail" : "nkn", "datastatus" : "exact"}];80.2833;13.0833
asia_2413;[{"name" : "Panjim", "id" : "tmcZMEm1300_089a", "country" : "IN", "detail" : "nkn", "datastatus" : "exact"}];73.8333;15.4833
asia_2419;[{"name" : "Jam", "id" : "tmcZMEm1300_135a", "country" : "AF", "detail" : "nkn", "datastatus" : "exact"}];64.4833;34.35
asia_2422;[{"name" : "Sasaram", "id" : "tmcZMEm1300_148a", "country" : "IN", "detail" : "nkn", "datastatus" : "exact"}];84.0333;24.95
asia_2423;[{"name" : "loc02-tmc050518", "id" : "tmcTRm1200b_007a", "country" : "KZ", "detail" : "?Aral'sk", "datastatus" : "exact"},{"name" : "loc08-tmc050418", "id" : "tmcZMEm1300_120a", "country" : "KZ", "detail" : "?Aral'sk", "datastatus" : "exact"}];61.6667;46.8
asia_2429;[{"name" : "Gumushane", "id" : "tmcTRm1200a_171a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];39.4814;40.4603
asia_243;[{"name" : "loc61-tmc050521", "id" : "tmcTRm1200a_112a", "country" : "TR", "detail" : "?Birecik", "datastatus" : "exact"},{"name" : "Birecik", "id" : "tmcTRm1300_109a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];37.966667;37.033333
asia_2430;[{"name" : "Bayburt", "id" : "tmcTRm1200a_170a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];40.2278;40.2589
asia_2431;[{"name" : "frk18-tmc050521", "id" : "tmcTRm1200a_166a", "country" : "TR", "detail" : "?Askale", "datastatus" : "approx"},{"name" : "loc50-tmc050518", "id" : "tmcTRm1200b_095a", "country" : "TR", "detail" : "?Askale", "datastatus" : "exact"}];40.7;39.9167
asia_2436;[{"name" : "Rize", "id" : "tmcTRm1200a_174a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];40.5219;41.0208
asia_2438;[{"name" : "sealoc05-tmc050418", "id" : "tmcZMEm1300_029a", "country" : "SD", "detail" : "Red Sea", "datastatus" : "approx"}];38.81067;19.17048
asia_2439;[{"name" : "sealoc01-tmc050418", "id" : "tmcZMEm1300_035a", "country" : "EG", "detail" : "W Mediterranean", "datastatus" : "approx"}];25.69548;33.78335
asia_2440;[{"name" : "sealoc02-tmc050418", "id" : "tmcZMEm1300_037a", "country" : "CY", "detail" : "E Mediterranean", "datastatus" : "approx"}];30.60695;34.7083
asia_2441;[{"name" : "sealoc08-tmc050418", "id" : "tmcZMEm1300_057a", "country" : "YE", "detail" : "W Indian Ocean", "datastatus" : "approx"}];47.23008;12.53161
asia_2442;[{"name" : "sealoc07-tmc050418", "id" : "tmcZMEm1300_059a", "country" : "SO", "detail" : "route to E. Africa", "datastatus" : "approx"}];51.20412;5.02679
asia_2443;[{"name" : "sealoc18-tmc050418", "id" : "tmcZMEm1300_092a", "country" : "IN", "detail" : "W of Ceylon", "datastatus" : "approx"}];77.72487;7.5284
asia_2445;[{"name" : "sealoc09-tmc050418", "id" : "tmcZMEm1300_054a", "country" : "YE", "detail" : "S of Yemen", "datastatus" : "approx"}];52.4378;14.8491
asia_2446;[{"name" : "sealoc10-tmc050418", "id" : "tmcZMEm1300_053a", "country" : "OM", "detail" : "S of Oman", "datastatus" : "approx"}];58.1626;17.9518
asia_2447;[{"name" : "sealoc11-tmc050418", "id" : "tmcZMEm1300_051a", "country" : "OM", "detail" : "E of Oman", "datastatus" : "approx"}];60.7656;22.2091
asia_2448;[{"name" : "sealoc13-tmc050418", "id" : "tmcZMEm1300_062a", "country" : "IR", "detail" : "Persian Gulf; S of Iran", "datastatus" : "approx"}];54.1631;25.8891
asia_2449;[{"name" : "sealoc14-tmc050418", "id" : "tmcZMEm1300_064a", "country" : "IR", "detail" : "Persian Gulf; W of Iran", "datastatus" : "approx"}];51.0536;27.7651
asia_245;[{"name" : "Sakya", "id" : "tmcCNm1950a_005a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"}];88.050003;28.916668
asia_2450;[{"name" : "sealoc15-tmc050418", "id" : "tmcZMEm1300_084a", "country" : "IR", "detail" : "S of Pakistan", "datastatus" : "approx"}];62.2888;24.5181
asia_2451;[{"name" : "sealoc16-tmc050418", "id" : "tmcZMEm1300_086a", "country" : "IR", "detail" : "W of India", "datastatus" : "approx"}];70.6757;20.1165
asia_2452;[{"name" : "sealoc17-tmc050418", "id" : "tmcZMEm1300_090a", "country" : "IN", "detail" : "W of Goa", "datastatus" : "approx"}];73.3375;12.1072
asia_2453;[{"name" : "sealoc19-tmc050418", "id" : "tmcZMEm1300_093a", "country" : "IN", "detail" : "N tip of Ceylon", "datastatus" : "approx"}];80.323;10.1589
asia_2454;[{"name" : "sealoc20-tmc050418", "id" : "tmcZMEm1300_094a", "country" : "IN", "detail" : "E of India", "datastatus" : "approx"}];84.01898;16.65307
asia_2455;[{"name" : "sealoc03-tmc050418", "id" : "tmcZMEm1300_004a", "country" : "TR", "detail" : "N.of Turkey", "datastatus" : "approx"}];31.723;42.1649
asia_2456;[{"name" : "sealoc04-tmc050418", "id" : "tmcZMEm1300_007a", "country" : "TR", "detail" : "N.of Turkey", "datastatus" : "approx"}];37.3439;42.0189
asia_2457;[{"name" : "sealoc12-tmc050418", "id" : "tmcZMEm1300_060a", "country" : "IR", "detail" : "S of Iran", "datastatus" : "approx"}];56.9802;25.6004
asia_2458;[{"name" : "Mohacs", "id" : "tmcTRm1300_001a", "country" : "HU", "detail" : "nkn", "datastatus" : "exact"}];18.6831;45.9931
asia_246;[{"name" : "Jiangze", "id" : "tmcCNm0680a_010a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Jiangze", "id" : "tmcCNm0680b_013a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Gyangze", "id" : "tmcCNm0680c_027a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Gyantse", "id" : "tmcCNm1950_067a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Gyantse", "id" : "tmcCNm1950a_003a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"}];89.633331;28.950001
asia_2460;[{"name" : "Essek", "id" : "tmcTRm1300_003a", "country" : "HR", "detail" : "nkn", "datastatus" : "exact"}];18.6939;45.5511
asia_2461;[{"name" : "Tatar-Pazarjik", "id" : "tmcTRm1300_007a", "country" : "BG", "detail" : "nkn", "datastatus" : "exact"}];24.3333;42.2
asia_2462;[{"name" : "Kustendil", "id" : "tmcTRm1300_009a", "country" : "BG", "detail" : "nkn", "datastatus" : "exact"}];22.6911;42.2839
asia_2463;[{"name" : "Prishtina", "id" : "tmcTRm1300_012a", "country" : "CS", "detail" : "nkn", "datastatus" : "exact"}];21.1667;42.6667
asia_2464;[{"name" : "Corlu", "id" : "tmcTRm1300_015a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];27.8;41.1592
asia_2465;[{"name" : "Aydos", "id" : "tmcTRm1300_020a", "country" : "BG", "detail" : "nkn", "datastatus" : "exact"}];27.25;42.7
asia_2466;[{"name" : "Isaccea", "id" : "tmcTRm1300_016a", "country" : "RO", "detail" : "nkn", "datastatus" : "exact"}];28.4667;45.2667
asia_2467;[{"name" : "Babadag", "id" : "tmcTRm1300_016a", "country" : "RO", "detail" : "nkn", "datastatus" : "exact"}];28.7167;44.9
asia_2468;[{"name" : "loc04-tmc050503", "id" : "tmcTRm1300_018a", "country" : "RO", "detail" : "?Poarta Alba; ?Provadiya", "datastatus" : "exact"}];28.4;44.2167
asia_2469;[{"name" : "frk04-tmc050503", "id" : "tmcTRm1300_019a", "country" : "BG", "detail" : "?Provadiya", "datastatus" : "exact"}];27.4333;43.1833
asia_247;[{"name" : "Shigatse", "id" : "tmcCNm0620_001a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Shigatse", "id" : "tmcCNm1950_066a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Shigatse", "id" : "tmcCNm1950a_004a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"}];88.883331;29.25
asia_2470;[{"name" : "loc07-tmc050503", "id" : "tmcTRm1300_022a", "country" : "TR", "detail" : "?Kavak", "datastatus" : "exact"}];26.8819;40.6031
asia_2471;[{"name" : "loc05-tmc050503", "id" : "tmcTRm1300_023a", "country" : "GR", "detail" : "?Suflion", "datastatus" : "exact"}];26.2994;41.1919
asia_2472;[{"name" : "Serres", "id" : "tmcTRm1300_024a", "country" : "GR", "detail" : "nkn", "datastatus" : "exact"}];23.5497;41.0856
asia_2473;[{"name" : "frk01-tmc050503", "id" : "tmcTRm1300_026a", "country" : "GR", "detail" : "?Aiginion", "datastatus" : "exact"}];22.54;40.5014
asia_2474;[{"name" : "Argos", "id" : "tmcTRm1300_030a", "country" : "GR", "detail" : "nkn", "datastatus" : "exact"}];22.7333;37.6333
asia_2475;[{"name" : "frk03-tmc050503", "id" : "tmcTRm1300_038a", "country" : "GR", "detail" : "?Kalpakion", "datastatus" : "exact"}];20.6239;39.8878
asia_2476;[{"name" : "Joannina", "id" : "tmcTRm1300_035a", "country" : "GR", "detail" : "nkn", "datastatus" : "exact"}];20.8508;39.6675
asia_2477;[{"name" : "loc06-tmc050503", "id" : "tmcTRm1300_024a", "country" : "GR", "detail" : "?Ferai", "datastatus" : "exact"}];26.17;40.8956
asia_2478;[{"name" : "frk02-tmc050503", "id" : "tmcTRm1300_028a", "country" : "GR", "detail" : "?Kozani", "datastatus" : "exact"}];21.7864;40.3011
asia_2479;[{"name" : "loc08-tmc050503", "id" : "tmcTRm1300_033a", "country" : "GR", "detail" : "?Lamia", "datastatus" : "exact"}];22.4333;38.9
asia_248;[{"name" : "Pali (2)", "id" : "tmcCNm0680b_014a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"},{"name" : "loc50-tmc040220", "id" : "tmcCNm1950_070a", "country" : "CN", "detail" : "Pagri", "datastatus" : "exact"},{"name" : "Phari", "id" : "tmcCNm1950a_002a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"}];89.166664;27.75
asia_2480;[{"name" : "Yenisehir", "id" : "tmcTRm1300_033a", "country" : "GR", "detail" : "nkn", "datastatus" : "exact"}];22.4203;39.6372
asia_2481;[{"name" : "Avlonya", "id" : "tmcTRm1300_079a", "country" : "AL", "detail" : "nkn", "datastatus" : "exact"}];19.4897;40.4667
asia_2482;[{"name" : "Ergiri", "id" : "tmcTRm1300_039a", "country" : "AL", "detail" : "nkn", "datastatus" : "exact"}];20.1389;40.0758
asia_2484;[{"name" : "Dibra", "id" : "tmcTRm1300_041a", "country" : "MK", "detail" : "nkn", "datastatus" : "exact"}];20.5275;41.525
asia_2485;[{"name" : "Scutari", "id" : "tmcTRm1300_041a", "country" : "AL", "detail" : "nkn", "datastatus" : "exact"}];19.5131;42.0675
asia_2486;[{"name" : "Prevesa", "id" : "tmcTRm1300_035a", "country" : "GR", "detail" : "nkn", "datastatus" : "exact"}];20.75;38.95
asia_2487;[{"name" : "Prizren", "id" : "tmcTRm1300_042a", "country" : "CS", "detail" : "nkn", "datastatus" : "exact"}];20.7397;42.2139
asia_2488;[{"name" : "Bahcesaray", "id" : "tmcTRm1300_061a", "country" : "UA", "detail" : "nkn", "datastatus" : "exact"}];33.8667;44.75
asia_2489;[{"name" : "Bucharest", "id" : "tmcTRm1300_047a", "country" : "RO", "detail" : "nkn", "datastatus" : "exact"}];26.1;44.4333
asia_249;[{"name" : "Yadong", "id" : "tmcCNm0680a_010a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Yadong", "id" : "tmcCNm0680b_014a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Yadong", "id" : "tmcCNm0680c_027a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"},{"name" : "loc51-tmc040220", "id" : "tmcCNm1950_071a", "country" : "CN", "detail" : "Xarsingma", "datastatus" : "exact"},{"name" : "Yatung", "id" : "tmcCNm1950a_001a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"}];88.933334;27.433332
asia_2490;[{"name" : "Giurgiu", "id" : "tmcTRm1300_071a", "country" : "RO", "detail" : "nkn", "datastatus" : "exact"}];25.9667;43.8833
asia_2491;[{"name" : "Tergovishte", "id" : "tmcTRm1300_049a", "country" : "RO", "detail" : "nkn", "datastatus" : "exact"}];25.45;44.9333
asia_2492;[{"name" : "Brashov", "id" : "tmcTRm1300_073a", "country" : "RO", "detail" : "nkn", "datastatus" : "exact"}];25.5833;45.6333
asia_2494;[{"name" : "frk05-tmc050503", "id" : "tmcTRm1300_055a", "country" : "MD", "detail" : "?Hincesti", "datastatus" : "exact"}];28.5936;46.8258
asia_2495;[{"name" : "loc03-tmc050503", "id" : "tmcTRm1300_067a", "country" : "RO", "detail" : "?Cecora", "datastatus" : "exact"}];27.7833;47.1333
asia_2496;[{"name" : "Kilia", "id" : "tmcTRm1300_057a", "country" : "UA", "detail" : "nkn", "datastatus" : "exact"}];29.2667;45.45
asia_2497;[{"name" : "Oltenita", "id" : "tmcTRm1300_047a", "country" : "RO", "detail" : "nkn", "datastatus" : "exact"}];26.6333;44.0833
asia_2498;[{"name" : "Famagusta", "id" : "tmcTRm1300_169a", "country" : "CY", "detail" : "nkn", "datastatus" : "exact"}];33.95;35.125
asia_2499;[{"name" : "Aksehir", "id" : "tmcTRm1200a_047a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Aksehir", "id" : "tmcTRm1300_100a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];31.4164;38.3575
asia_2500;[{"name" : "Amasya", "id" : "tmcTRm1200a_034a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Amasya", "id" : "tmcTRm1300_087a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];35.8331;40.6533
asia_2501;[{"name" : "Balikesir", "id" : "tmcTRm1300_119a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];27.8861;39.6492
asia_2502;[{"name" : "Bolu", "id" : "tmcTRm1200a_021a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Bolu", "id" : "tmcTRm1300_082a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];31.6061;40.7358
asia_2503;[{"name" : "Erzincan", "id" : "tmcTRm1200a_169a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "loc49-tmc050518", "id" : "tmcTRm1200b_093a", "country" : "TR", "detail" : "?Erzincan", "datastatus" : "exact"},{"name" : "Erzincan", "id" : "tmcTRm1300_089a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];39.4928;39.7522
asia_2504;[{"name" : "loc58-tmc050521", "id" : "tmcTRm1200a_105a", "country" : "TR", "detail" : "?Iskendrun", "datastatus" : "exact"},{"name" : "Iskenderun", "id" : "tmcTRm1300_105a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];36.165;36.5817
asia_2505;[{"name" : "Karaman", "id" : "tmcTRm1200a_087a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Karaman", "id" : "tmcTRm1300_101a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];33.215;37.1811
asia_2506;[{"name" : "Kastamonu", "id" : "tmcTRm1200a_027a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"},{"name" : "Kastamonu", "id" : "tmcTRm1300_123a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];33.7711;41.3722
asia_2507;[{"name" : "Kutahya", "id" : "tmcTRm1300_121a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];29.9833;39.4242
asia_2508;[{"name" : "Osmancik", "id" : "tmcTRm1300_086a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];34.7981;40.9714
asia_2509;[{"name" : "Phocaea", "id" : "tmcTRm1300_119a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];26.7567;38.6706
asia_251;[{"name" : "loc52-tmc040220", "id" : "tmcCNm1950_072a", "country" : "BT/CN", "detail" : "Natu La", "datastatus" : "exact"}];88.816666;27.4
asia_2510;[{"name" : "sealoc21-tmc050503", "id" : "tmcTRm1300_167a", "country" : "TR", "detail" : "nkn", "datastatus" : "approx"}];31.9913;35.7708
asia_2512;[{"name" : "Koloszvar", "id" : "tmcTRm1300_073a", "country" : "RO", "detail" : "nkn", "datastatus" : "exact"}];23.6;46.7667
asia_2513;[{"name" : "loc10-tmc050503", "id" : "tmcTRm1300_074a", "country" : "RO", "detail" : "?Satu Mare", "datastatus" : "exact"}];22.8833;47.8
asia_2514;[{"name" : "Amasra", "id" : "tmcTRm1300_160a", "country" : "TR", "detail" : "nkn", "datastatus" : "exact"}];32.3867;41.745
asia_2516;[{"name" : "Trnovo", "id" : "tmcTRm1300_070a", "country" : "BG", "detail" : "nkn", "datastatus" : "exact"}];25.6556;43.0858
asia_2517;[{"name" : "Kanizsa", "id" : "tmcTRm1300_069a", "country" : "HU", "detail" : "nkn", "datastatus" : "exact"}];16.9717;46.5142
asia_2518;[{"name" : "Pecs", "id" : "tmcTRm1300_069a", "country" : "HU", "detail" : "nkn", "datastatus" : "exact"}];18.2333;46.0833
asia_2519;[{"name" : "loc11-tmc050503", "id" : "tmcTRm1300_080a", "country" : "UA", "detail" : "?Mykolayiv", "datastatus" : "exact"}];32;46.9667
asia_252;[{"name" : "Golmud", "id" : "tmcCNm1950_114a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"}];94.916664;36.366669
asia_2521;[{"name" : "frk06-tmc050503", "id" : "tmcTRm1300_084a", "country" : "TR", "detail" : "?Hacihamza", "datastatus" : "exact"}];34.4667;41.0833
asia_2522;[{"name" : "loc06-tmc050521", "id" : "tmcTRm1200a_007a", "country" : "TR", "detail" : "?Lapseki", "datastatus" : "exact"},{"name" : "loc12-tmc050503", "id" : "tmcTRm1300_092a", "country" : "TR", "detail" : "?Lapseki", "datastatus" : "exact"}];26.6856;40.3442
asia_2523;[{"name" : "loc56-tmc050521", "id" : "tmcTRm1200a_103a", "country" : "TR", "detail" : "?Erzin", "datastatus" : "exact"},{"name" : "loc13-tmc050503", "id" : "tmcTRm1300_104a", "country" : "TR", "detail" : "?Erzin", "datastatus" : "exact"}];36.2022;36.9539
asia_2524;[{"name" : "loc11-tmc050518", "id" : "tmcTRm1200b_050a", "country" : "SY", "detail" : "?Ath Thawrah", "datastatus" : "exact"},{"name" : "loc15-tmc050503", "id" : "tmcTRm1300_116a", "country" : "SY", "detail" : "?Ath Thawrah", "datastatus" : "exact"}];38.5481;35.8367
asia_2525;[{"name" : "loc16-tmc050503", "id" : "tmcTRm1300_130a", "country" : "UA", "detail" : "?Mariupol", "datastatus" : "exact"}];37.55;47.1
asia_2526;[{"name" : "Otranto", "id" : "tmcTRm1300_134a", "country" : "IT", "detail" : "nkn", "datastatus" : "exact"}];18.5;40.15
asia_253;[{"name" : "Shiquanhe", "id" : "tmcCNm1950_021a", "country" : "CN", "detail" : "nkn", "datastatus" : "exact"}];80.066666;32.516666
asia_2530;[{"name" : "Coron", "id" : "tmcTRm1300_147a", "country" : "GR", "detail" : "nkn", "datastatus" : "exact"}];21.95;36.8
asia_2532;[{"name" : "sealoc01-tmc050503", "id" : "tmcTRm1300_136a", "country" : "HR", "detail" : "nkn", "datastatus" : "approx"}];14.9918;44.0957
asia_2533;[{"name" : "sealoc02-tmc050503", "id" : "tmcTRm1300_137a", "country" : "HR", "detail" : "nkn", "datastatus" : "approx"}];15.9879;43.3766
asia_2534;[{"name" : "sealoc03-tmc050503", "id" : "tmcTRm1300_139a", "country" : "HR", "detail" : "nkn", "datastatus" : "approx"}];16.94301711;42.89502219
asia_2535;[{"name" : "sealoc05-tmc050503", "id" : "tmcTRm1300_141a", "country" : "AL", "detail" : "nkn", "datastatus" : "approx"}];19.2158;40.4329
asia_2536;[{"name" : "sealoc08-tmc050503", "id" : "tmcTRm1300_146a", "country" : "GR", "detail" : "nkn", "datastatus" : "approx"}];20.5408;38.7785
asia_2537;[{"name" : "sealoc09-tmc050503", "id" : "tmcTRm1300_146a", "country" : "GR", "detail" : "nkn", "datastatus" : "approx"}];20.2129;38.036
asia_2538;[{"name" : "sealoc10-tmc050503", "id" : "tmcTRm1300_148a", "country" : "GR", "detail" : "nkn", "datastatus" : "approx"}];22.5189;36.3504
asia_2539;[{"name" : "sealoc11-tmc050503", "id" : "tmcTRm1200b_079a", "country" : "GR", "detail" : "Waypoint-2539", "datastatus" : "approx"},{"name" : "sealoc11-tmc050503", "id" : "tmcTRm1300_151a", "country" : "GR", "detail" : "nkn", "datastatus" : "approx"}];23.2238;36.4172
asia_2540;[{"name" : "sealoc12-tmc050503", "id" : "tmcTRm1200b_079a", "country" : "GR", "detail" : "Waypoint-2540", "datastatus" : "approx"},{"name" : "sealoc12-tmc050503", "id" : "tmcTRm1300_152a", "country" : "GR", "detail" : "nkn", "datastatus" : "approx"}];24.3885;37.4871
asia_2541;[{"name" : "sealoc13-tmc050503", "id" : "tmcTRm1200b_078a", "country" : "GR", "detail" : "Waypoint-2541", "datastatus" : "approx"},{"name" : "sealoc13-tmc050503", "id" : "tmcTRm1300_153a", "country" : "GR", "detail" : "nkn", "datastatus" : "approx"}];24.9812;37.6877
